CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
0802920a6c28   redis               17.13%    13.31MiB / 3.823GiB   0.34%     2.28MB / 843kB    0B / 0B      8
f29aad2c7381   mongodb             8.26%     93.26MiB / 3.823GiB   2.38%     1.31MB / 387kB    0B / 0B      42
f790aa9a62cf   kafka               289.24%   447.2MiB / 3.823GiB   11.42%    905kB / 1.73MB    0B / 238kB   128
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
860517acb542   productor           0.65%     211.3MiB / 3.823GiB   5.40%     8.33kB / 994kB    0B / 0B      2
40a7d96ff35d   cliente_historico   0.09%     25.62MiB / 3.823GiB   0.65%     12.8kB / 5.54kB   0B / 0B      4
886b94cdcddd   consumidor_redis1   9.66%     19.94MiB / 3.823GiB   0.51%     1.35MB / 2.16MB   0B / 0B      2
ed31fdfa6e8f   consumidor_mongo1   13.97%    31.8MiB / 3.823GiB    0.81%     1.5MB / 1.67MB    0B / 0B      8
48e73dd4ab5d   sectorizador        0.00%     24MiB / 3.823GiB      0.61%     582kB / 576kB     0B / 0B      4
c46f710821e4   cliente_atm         0.03%     23.64MiB / 3.823GiB   0.60%     21.1kB / 32.4kB   0B / 0B      1
cd6bfe45793d   kafka_ui            0.13%     240.9MiB / 3.823GiB   6.15%     55.9kB / 6.24kB   0B / 193kB   35
0802920a6c28   redis               0.96%     10.42MiB / 3.823GiB   0.27%     2.7MB / 906kB     0B / 0B      6
f29aad2c7381   mongodb             143.03%   163.9MiB / 3.823GiB   4.19%     1.63MB / 479kB    0B / 0B      52
f790aa9a62cf   kafka               262.42%   440.8MiB / 3.823GiB   11.26%    1.11MB / 2.13MB   0B / 238kB   149
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
860517acb542   productor           0.35%     211.3MiB / 3.823GiB   5.40%     8.33kB / 994kB    0B / 0B      2
40a7d96ff35d   cliente_historico   0.08%     25.62MiB / 3.823GiB   0.65%     12.8kB / 5.54kB   0B / 0B      4
886b94cdcddd   consumidor_redis1   9.61%     21.09MiB / 3.823GiB   0.54%     1.35MB / 2.16MB   0B / 0B      9
ed31fdfa6e8f   consumidor_mongo1   9.26%     32.55MiB / 3.823GiB   0.83%     1.51MB / 1.68MB   0B / 0B      9
48e73dd4ab5d   sectorizador        73.53%    24.14MiB / 3.823GiB   0.62%     804kB / 778kB     0B / 0B      4
c46f710821e4   cliente_atm         1.10%     23.65MiB / 3.823GiB   0.60%     22.5kB / 34.6kB   0B / 0B      1
cd6bfe45793d   kafka_ui            0.26%     240.9MiB / 3.823GiB   6.15%     55.9kB / 6.24kB   0B / 205kB   35
0802920a6c28   redis               16.70%    10.45MiB / 3.823GiB   0.27%     2.9MB / 1.13MB    0B / 0B      6
f29aad2c7381   mongodb             1.25%     92.94MiB / 3.823GiB   2.37%     1.63MB / 479kB    0B / 0B      36
f790aa9a62cf   kafka               170.56%   450.9MiB / 3.823GiB   11.52%    1.11MB / 2.13MB   0B / 238kB   121
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
860517acb542   productor           0.34%     211.4MiB / 3.823GiB   5.40%     9.46kB / 1.19MB   0B / 0B      2
