CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           1.15%     610.6MiB / 3.823GiB   15.60%    7.33kB / 1.77MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   0.91%     30.69MiB / 3.823GiB   0.78%     224kB / 239kB     0B / 0B          8
1b21dbf752e2   consumidor_mongo3   75.53%    31.86MiB / 3.823GiB   0.81%     1.12MB / 1.13MB   0B / 0B          8
18b601d476db   cliente_historico   0.17%     25.62MiB / 3.823GiB   0.65%     14.6kB / 5.61kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   0.71%     31.05MiB / 3.823GiB   0.79%     281kB / 302kB     0B / 0B          8
b5d110b43478   consumidor_redis1   0.53%     19.7MiB / 3.823GiB    0.50%     203kB / 301kB     0B / 0B          2
7056de128021   consumidor_mongo4   0.81%     33.18MiB / 3.823GiB   0.85%     1.14MB / 1.27MB   0B / 0B          8
16dcbc09ad82   cliente_atm         0.02%     23.64MiB / 3.823GiB   0.60%     22.6kB / 33kB     0B / 0B          1
ff5686d65dba   consumidor_redis3   0.79%     20.79MiB / 3.823GiB   0.53%     1.03MB / 1.65MB   0B / 0B          2
ef37e428e834   consumidor_redis2   0.75%     20.14MiB / 3.823GiB   0.51%     254kB / 407kB     0B / 0B          2
bf51a6f6f6dc   sectorizador        92.57%    24.57MiB / 3.823GiB   0.63%     454kB / 391kB     0B / 0B          4
fe7132683f7a   consumidor_redis4   0.44%     20.28MiB / 3.823GiB   0.52%     1.05MB / 1.65MB   0B / 0B          2
ae4604f656f1   kafka_ui            108.92%   255.4MiB / 3.823GiB   6.53%     7.99kB / 1.79kB   3.53MB / 217kB   35
2a9eaf369eb1   redis               22.40%    12.59MiB / 3.823GiB   0.32%     4.22MB / 1.04MB   0B / 0B          12
f3357cf3b0c3   mongodb             13.20%    99.24MiB / 3.823GiB   2.54%     2.9MB / 847kB     782kB / 0B       45
63164fef332b   kafka               209.21%   463.8MiB / 3.823GiB   11.85%    2.18MB / 3.9MB    643kB / 238kB    143
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           4.15%     610.6MiB / 3.823GiB   15.60%    7.33kB / 1.77MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   0.60%     30.69MiB / 3.823GiB   0.78%     226kB / 241kB     0B / 0B          8
1b21dbf752e2   consumidor_mongo3   1.07%     31.85MiB / 3.823GiB   0.81%     1.14MB / 1.27MB   0B / 0B          8
18b601d476db   cliente_historico   0.74%     25.62MiB / 3.823GiB   0.65%     14.9kB / 5.79kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   0.56%     31.05MiB / 3.823GiB   0.79%     284kB / 304kB     0B / 0B          8
b5d110b43478   consumidor_redis1   0.46%     19.7MiB / 3.823GiB    0.50%     204kB / 302kB     0B / 0B          2
7056de128021   consumidor_mongo4   1.26%     33.18MiB / 3.823GiB   0.85%     1.14MB / 1.27MB   0B / 0B          8
16dcbc09ad82   cliente_atm         0.15%     23.64MiB / 3.823GiB   0.60%     24kB / 35.2kB     0B / 0B          1
ff5686d65dba   consumidor_redis3   0.49%     20.79MiB / 3.823GiB   0.53%     1.03MB / 1.65MB   0B / 0B          2
ef37e428e834   consumidor_redis2   0.63%     20.14MiB / 3.823GiB   0.51%     256kB / 408kB     0B / 0B          2
bf51a6f6f6dc   sectorizador        0.00%     24.57MiB / 3.823GiB   0.63%     530kB / 525kB     0B / 0B          4
fe7132683f7a   consumidor_redis4   0.43%     20.28MiB / 3.823GiB   0.52%     1.05MB / 1.65MB   0B / 0B          2
ae4604f656f1   kafka_ui            121.83%   258.4MiB / 3.823GiB   6.60%     34.7kB / 4.07kB   3.53MB / 217kB   35
2a9eaf369eb1   redis               0.90%     12.35MiB / 3.823GiB   0.32%     4.35MB / 1.11MB   0B / 0B          6
f3357cf3b0c3   mongodb             104.11%   130MiB / 3.823GiB     3.32%     2.9MB / 848kB     782kB / 0B       52
63164fef332b   kafka               291.20%   489.6MiB / 3.823GiB   12.51%    2.19MB / 3.94MB   643kB / 238kB    152
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           0.45%     610.5MiB / 3.823GiB   15.60%    8.19kB / 2.36MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   115.71%   31.54MiB / 3.823GiB   0.81%     453kB / 333kB     0B / 0B          8
1b21dbf752e2   consumidor_mongo3   94.31%    31.85MiB / 3.823GiB   0.81%     1.36MB / 1.36MB   0B / 0B          8
18b601d476db   cliente_historico   0.28%     25.62MiB / 3.823GiB   0.65%     15.3kB / 5.86kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   0.94%     31.05MiB / 3.823GiB   0.79%     286kB / 306kB     0B / 0B          8
b5d110b43478   consumidor_redis1   1.39%     20.08MiB / 3.823GiB   0.51%     412kB / 637kB     0B / 0B          2
7056de128021   consumidor_mongo4   66.54%    33.18MiB / 3.823GiB   0.85%     1.37MB / 1.36MB   0B / 0B          8
16dcbc09ad82   cliente_atm         0.03%     23.64MiB / 3.823GiB   0.60%     25.4kB / 37.5kB   0B / 0B          1
ff5686d65dba   consumidor_redis3   0.69%     20.79MiB / 3.823GiB   0.53%     1.24MB / 1.99MB   0B / 0B          2
ef37e428e834   consumidor_redis2   0.74%     20.14MiB / 3.823GiB   0.51%     258kB / 410kB     0B / 0B          2
bf51a6f6f6dc   sectorizador        0.00%     24.57MiB / 3.823GiB   0.63%     530kB / 525kB     0B / 0B          4
fe7132683f7a   consumidor_redis4   0.91%     20.5MiB / 3.823GiB    0.52%     1.41MB / 2.23MB   0B / 0B          2
ae4604f656f1   kafka_ui            1.70%     252MiB / 3.823GiB     6.44%     34.7kB / 4.07kB   3.53MB / 217kB   35
2a9eaf369eb1   redis               2.50%     12.15MiB / 3.823GiB   0.31%     5.59MB / 1.29MB   0B / 0B          6
f3357cf3b0c3   mongodb             202.52%   154.8MiB / 3.823GiB   3.96%     3.16MB / 1.05MB   782kB / 0B       61
63164fef332b   kafka               119.27%   520.2MiB / 3.823GiB   13.29%    2.79MB / 5MB      643kB / 238kB    153
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           0.53%     610.5MiB / 3.823GiB   15.60%    8.19kB / 2.36MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   5.87%     31.57MiB / 3.823GiB   0.81%     456kB / 497kB     0B / 0B          8
1b21dbf752e2   consumidor_mongo3   6.15%     31.86MiB / 3.823GiB   0.81%     1.37MB / 1.53MB   0B / 0B          8
18b601d476db   cliente_historico   0.08%     25.62MiB / 3.823GiB   0.65%     15.7kB / 6.05kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   6.86%     31.06MiB / 3.823GiB   0.79%     288kB / 308kB     0B / 0B          8
b5d110b43478   consumidor_redis1   1.68%     20.09MiB / 3.823GiB   0.51%     413kB / 639kB     0B / 0B          2
7056de128021   consumidor_mongo4   8.37%     33.18MiB / 3.823GiB   0.85%     1.54MB / 1.71MB   0B / 0B          8
16dcbc09ad82   cliente_atm         0.02%     23.64MiB / 3.823GiB   0.60%     26.7kB / 39.7kB   0B / 0B          1
ff5686d65dba   consumidor_redis3   0.73%     20.79MiB / 3.823GiB   0.53%     1.24MB / 1.99MB   0B / 0B          2
ef37e428e834   consumidor_redis2   0.73%     20.14MiB / 3.823GiB   0.51%     260kB / 412kB     0B / 0B          2
bf51a6f6f6dc   sectorizador        72.47%    24.71MiB / 3.823GiB   0.63%     757kB / 634kB     0B / 0B          4
fe7132683f7a   consumidor_redis4   0.40%     20.5MiB / 3.823GiB    0.52%     1.41MB / 2.24MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.18%     252MiB / 3.823GiB     6.44%     34.7kB / 4.07kB   3.53MB / 233kB   35
2a9eaf369eb1   redis               15.36%    12.21MiB / 3.823GiB   0.31%     5.7MB / 1.52MB    0B / 0B          6
f3357cf3b0c3   mongodb             1.03%     101.6MiB / 3.823GiB   2.60%     3.84MB / 1.11MB   782kB / 0B       45
63164fef332b   kafka               232.83%   442.1MiB / 3.823GiB   11.29%    2.8MB / 5.14MB    647kB / 238kB    131
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           1.86%     611MiB / 3.823GiB     15.61%    9.04kB / 2.95MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   40.76%    31.67MiB / 3.823GiB   0.81%     685kB / 592kB     0B / 0B          8
1b21dbf752e2   consumidor_mongo3   30.26%    31.86MiB / 3.823GiB   0.81%     1.53MB / 1.58MB   0B / 0B          8
18b601d476db   cliente_historico   0.08%     25.62MiB / 3.823GiB   0.65%     15.7kB / 6.05kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   41.00%    31.69MiB / 3.823GiB   0.81%     516kB / 402kB     0B / 0B          8
b5d110b43478   consumidor_redis1   0.86%     20.13MiB / 3.823GiB   0.51%     622kB / 974kB     0B / 0B          2
7056de128021   consumidor_mongo4   46.40%    33.18MiB / 3.823GiB   0.85%     1.76MB / 1.79MB   0B / 0B          8
16dcbc09ad82   cliente_atm         0.01%     23.64MiB / 3.823GiB   0.60%     28.2kB / 42kB     0B / 0B          1
ff5686d65dba   consumidor_redis3   0.83%     20.79MiB / 3.823GiB   0.53%     1.4MB / 2.23MB    0B / 0B          2
ef37e428e834   consumidor_redis2   0.72%     20.47MiB / 3.823GiB   0.52%     467kB / 745kB     0B / 0B          2
bf51a6f6f6dc   sectorizador        29.30%    24.71MiB / 3.823GiB   0.63%     900kB / 887kB     0B / 0B          4
fe7132683f7a   consumidor_redis4   0.95%     20.29MiB / 3.823GiB   0.52%     1.62MB / 2.57MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.48%     252MiB / 3.823GiB     6.44%     34.7kB / 4.07kB   3.53MB / 233kB   35
2a9eaf369eb1   redis               14.68%    12.3MiB / 3.823GiB    0.31%     7.2MB / 1.85MB    0B / 0B          6
f3357cf3b0c3   mongodb             60.35%    101.8MiB / 3.823GiB   2.60%     4.3MB / 1.37MB    782kB / 0B       45
63164fef332b   kafka               88.90%    492.1MiB / 3.823GiB   12.57%    3.4MB / 6.33MB    647kB / 238kB    163
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           0.49%     611MiB / 3.823GiB     15.61%    9.04kB / 2.95MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   0.88%     31.67MiB / 3.823GiB   0.81%     687kB / 754kB     0B / 0B          8
1b21dbf752e2   consumidor_mongo3   1.09%     31.86MiB / 3.823GiB   0.81%     1.54MB / 1.72MB   0B / 0B          8
18b601d476db   cliente_historico   0.25%     25.62MiB / 3.823GiB   0.65%     16.4kB / 6.3kB    0B / 0B          4
b426a63bf272   consumidor_mongo2   0.74%     31.7MiB / 3.823GiB    0.81%     519kB / 563kB     0B / 0B          8
b5d110b43478   consumidor_redis1   13.96%    20.13MiB / 3.823GiB   0.51%     623kB / 976kB     0B / 0B          2
7056de128021   consumidor_mongo4   5.16%     33.18MiB / 3.823GiB   0.85%     1.77MB / 1.96MB   0B / 0B          8
16dcbc09ad82   cliente_atm         3.69%     23.64MiB / 3.823GiB   0.60%     29.5kB / 44.3kB   0B / 0B          1
ff5686d65dba   consumidor_redis3   14.49%    20.8MiB / 3.823GiB    0.53%     1.4MB / 2.24MB    0B / 0B          2
ef37e428e834   consumidor_redis2   10.73%    20.47MiB / 3.823GiB   0.52%     469kB / 746kB     0B / 0B          2
bf51a6f6f6dc   sectorizador        0.00%     24.71MiB / 3.823GiB   0.63%     900kB / 887kB     0B / 0B          4
fe7132683f7a   consumidor_redis4   12.85%    20.29MiB / 3.823GiB   0.52%     1.62MB / 2.57MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.19%     252.2MiB / 3.823GiB   6.44%     46.2kB / 5.11kB   3.53MB / 233kB   35
2a9eaf369eb1   redis               1.48%     12.3MiB / 3.823GiB    0.31%     7.2MB / 1.85MB    0B / 0B          6
f3357cf3b0c3   mongodb             1.15%     103.5MiB / 3.823GiB   2.64%     4.79MB / 1.38MB   782kB / 0B       45
63164fef332b   kafka               337.71%   523.2MiB / 3.823GiB   13.37%    3.42MB / 6.35MB   647kB / 238kB    153
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           0.33%     611MiB / 3.823GiB     15.61%    10.1kB / 3.53MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   4.83%     31.77MiB / 3.823GiB   0.81%     1.08MB / 1.19MB   0B / 0B          8
1b21dbf752e2   consumidor_mongo3   0.49%     31.86MiB / 3.823GiB   0.81%     1.54MB / 1.72MB   0B / 0B          8
18b601d476db   cliente_historico   0.07%     25.62MiB / 3.823GiB   0.65%     16.4kB / 6.3kB    0B / 0B          4
b426a63bf272   consumidor_mongo2   0.45%     32.07MiB / 3.823GiB   0.82%     747kB / 815kB     0B / 0B          8
b5d110b43478   consumidor_redis1   4.97%     20.52MiB / 3.823GiB   0.52%     985kB / 1.55MB    0B / 0B          2
7056de128021   consumidor_mongo4   18.54%    33.18MiB / 3.823GiB   0.85%     2MB / 2.21MB      0B / 0B          8
16dcbc09ad82   cliente_atm         1.57%     23.64MiB / 3.823GiB   0.60%     30.8kB / 46.5kB   0B / 0B          1
ff5686d65dba   consumidor_redis3   4.54%     20.79MiB / 3.823GiB   0.53%     1.4MB / 2.24MB    0B / 0B          2
ef37e428e834   consumidor_redis2   5.42%     20.64MiB / 3.823GiB   0.53%     676kB / 1.08MB    0B / 0B          2
bf51a6f6f6dc   sectorizador        0.00%     24.71MiB / 3.823GiB   0.63%     900kB / 887kB     0B / 0B          4
fe7132683f7a   consumidor_redis4   4.76%     20.3MiB / 3.823GiB    0.52%     1.82MB / 2.89MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.18%     252.2MiB / 3.823GiB   6.44%     46.2kB / 5.11kB   3.53MB / 233kB   35
2a9eaf369eb1   redis               1.09%     12.21MiB / 3.823GiB   0.31%     8.41MB / 2.03MB   0B / 0B          6
f3357cf3b0c3   mongodb             123.22%   172.9MiB / 3.823GiB   4.42%     5.72MB / 1.64MB   782kB / 0B       60
63164fef332b   kafka               51.64%    404.3MiB / 3.823GiB   10.33%    4.02MB / 7.54MB   647kB / 238kB    109
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           0.41%     611MiB / 3.823GiB     15.61%    10.1kB / 3.53MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   0.87%     31.77MiB / 3.823GiB   0.81%     1.08MB / 1.19MB   0B / 0B          8
1b21dbf752e2   consumidor_mongo3   0.62%     31.86MiB / 3.823GiB   0.81%     1.55MB / 1.72MB   0B / 0B          8
18b601d476db   cliente_historico   0.18%     25.62MiB / 3.823GiB   0.65%     17.2kB / 6.57kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   0.51%     32.07MiB / 3.823GiB   0.82%     749kB / 817kB     0B / 0B          8
b5d110b43478   consumidor_redis1   8.96%     20.51MiB / 3.823GiB   0.52%     987kB / 1.55MB    0B / 0B          2
7056de128021   consumidor_mongo4   0.81%     33.18MiB / 3.823GiB   0.85%     2MB / 2.21MB      0B / 0B          8
16dcbc09ad82   cliente_atm         5.75%     23.64MiB / 3.823GiB   0.60%     32.1kB / 48.7kB   0B / 0B          1
ff5686d65dba   consumidor_redis3   10.63%    20.8MiB / 3.823GiB    0.53%     1.4MB / 2.24MB    0B / 0B          2
ef37e428e834   consumidor_redis2   14.69%    20.91MiB / 3.823GiB   0.53%     678kB / 1.08MB    0B / 0B          3
bf51a6f6f6dc   sectorizador        0.71%     24.8MiB / 3.823GiB    0.63%     1.3MB / 1.27MB    0B / 0B          4
fe7132683f7a   consumidor_redis4   26.17%    20.3MiB / 3.823GiB    0.52%     1.83MB / 2.89MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.18%     252.2MiB / 3.823GiB   6.44%     46.2kB / 5.11kB   3.53MB / 233kB   35
2a9eaf369eb1   redis               1.95%     12.34MiB / 3.823GiB   0.32%     8.8MB / 2.43MB    0B / 0B          6
f3357cf3b0c3   mongodb             1.98%     107.6MiB / 3.823GiB   2.75%     5.72MB / 1.64MB   782kB / 0B       45
63164fef332b   kafka               300.68%   492.5MiB / 3.823GiB   12.58%    4.04MB / 7.56MB   647kB / 238kB    151
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           1.11%     611MiB / 3.823GiB     15.61%    11.2kB / 4.12MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   1.57%     31.77MiB / 3.823GiB   0.81%     1.09MB / 1.19MB   0B / 0B          8
1b21dbf752e2   consumidor_mongo3   89.63%    32.29MiB / 3.823GiB   0.82%     1.94MB / 1.99MB   0B / 0B          8
18b601d476db   cliente_historico   0.07%     25.62MiB / 3.823GiB   0.65%     17.2kB / 6.57kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   0.79%     32.07MiB / 3.823GiB   0.82%     751kB / 819kB     0B / 0B          8
b5d110b43478   consumidor_redis1   2.12%     21.07MiB / 3.823GiB   0.54%     989kB / 1.55MB    0B / 0B          8
7056de128021   consumidor_mongo4   63.72%    33.19MiB / 3.823GiB   0.85%     2.39MB / 2.52MB   0B / 0B          8
16dcbc09ad82   cliente_atm         3.00%     23.67MiB / 3.823GiB   0.60%     33kB / 49.9kB     0B / 0B          2
ff5686d65dba   consumidor_redis3   20.05%    22.82MiB / 3.823GiB   0.58%     1.81MB / 2.91MB   0B / 0B          8
ef37e428e834   consumidor_redis2   1.72%     20.64MiB / 3.823GiB   0.53%     680kB / 1.08MB    0B / 0B          2
bf51a6f6f6dc   sectorizador        0.00%     24.8MiB / 3.823GiB    0.63%     1.3MB / 1.27MB    0B / 0B          4
fe7132683f7a   consumidor_redis4   3.09%     20.64MiB / 3.823GiB   0.53%     2.19MB / 3.47MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.23%     252.2MiB / 3.823GiB   6.44%     46.2kB / 5.11kB   3.53MB / 233kB   35
2a9eaf369eb1   redis               2.05%     12.36MiB / 3.823GiB   0.32%     10MB / 2.61MB     0B / 0B          6
f3357cf3b0c3   mongodb             87.30%    108.2MiB / 3.823GiB   2.76%     6.29MB / 1.84MB   782kB / 0B       45
63164fef332b   kafka               204.42%   546.8MiB / 3.823GiB   13.97%    4.64MB / 8.75MB   647kB / 238kB    156
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           1.46%     611MiB / 3.823GiB     15.61%    11.2kB / 4.12MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   1.79%     31.77MiB / 3.823GiB   0.81%     1.09MB / 1.19MB   0B / 0B          8
1b21dbf752e2   consumidor_mongo3   1.64%     32.29MiB / 3.823GiB   0.83%     2MB / 2.23MB      0B / 0B          8
18b601d476db   cliente_historico   0.23%     25.62MiB / 3.823GiB   0.65%     18kB / 6.82kB     0B / 0B          4
b426a63bf272   consumidor_mongo2   1.11%     32.07MiB / 3.823GiB   0.82%     754kB / 821kB     0B / 0B          8
b5d110b43478   consumidor_redis1   1.80%     20.51MiB / 3.823GiB   0.52%     991kB / 1.55MB    0B / 0B          2
7056de128021   consumidor_mongo4   1.67%     33.18MiB / 3.823GiB   0.85%     2.4MB / 2.65MB    0B / 0B          8
16dcbc09ad82   cliente_atm         0.02%     23.64MiB / 3.823GiB   0.60%     33.5kB / 51kB     0B / 0B          1
ff5686d65dba   consumidor_redis3   1.10%     20.8MiB / 3.823GiB    0.53%     1.82MB / 2.91MB   0B / 0B          2
ef37e428e834   consumidor_redis2   1.25%     20.64MiB / 3.823GiB   0.53%     681kB / 1.08MB    0B / 0B          2
bf51a6f6f6dc   sectorizador        61.47%    24.96MiB / 3.823GiB   0.64%     1.51MB / 1.34MB   0B / 0B          4
fe7132683f7a   consumidor_redis4   1.30%     20.64MiB / 3.823GiB   0.53%     2.19MB / 3.47MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.42%     252.2MiB / 3.823GiB   6.44%     46.2kB / 5.11kB   3.53MB / 233kB   35
2a9eaf369eb1   redis               56.05%    12.39MiB / 3.823GiB   0.32%     10.1MB / 2.83MB   0B / 0B          6
f3357cf3b0c3   mongodb             1.48%     109MiB / 3.823GiB     2.78%     6.66MB / 1.91MB   782kB / 0B       45
63164fef332b   kafka               352.06%   441.9MiB / 3.823GiB   11.29%    4.65MB / 8.76MB   647kB / 238kB    131
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           0.47%     610.5MiB / 3.823GiB   15.60%    12.1kB / 4.71MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   13.79%    31.79MiB / 3.823GiB   0.81%     1.32MB / 1.45MB   0B / 0B          8
1b21dbf752e2   consumidor_mongo3   37.90%    32.3MiB / 3.823GiB    0.83%     2.23MB / 2.47MB   0B / 0B          8
18b601d476db   cliente_historico   0.07%     25.62MiB / 3.823GiB   0.65%     18kB / 6.82kB     0B / 0B          4
b426a63bf272   consumidor_mongo2   70.66%    32.14MiB / 3.823GiB   0.82%     1.11MB / 1.09MB   0B / 0B          8
b5d110b43478   consumidor_redis1   2.46%     20.65MiB / 3.823GiB   0.53%     1.2MB / 1.88MB    0B / 0B          2
7056de128021   consumidor_mongo4   1.12%     33.18MiB / 3.823GiB   0.85%     2.4MB / 2.65MB    0B / 0B          8
16dcbc09ad82   cliente_atm         0.02%     23.64MiB / 3.823GiB   0.60%     34.8kB / 53.2kB   0B / 0B          1
ff5686d65dba   consumidor_redis3   0.58%     20.8MiB / 3.823GiB    0.53%     2.02MB / 3.23MB   0B / 0B          2
ef37e428e834   consumidor_redis2   0.53%     20.66MiB / 3.823GiB   0.53%     1.04MB / 1.66MB   0B / 0B          2
bf51a6f6f6dc   sectorizador        86.39%    24.96MiB / 3.823GiB   0.64%     1.68MB / 1.64MB   0B / 0B          4
fe7132683f7a   consumidor_redis4   3.29%     20.89MiB / 3.823GiB   0.53%     2.19MB / 3.47MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.51%     252.2MiB / 3.823GiB   6.44%     46.2kB / 5.11kB   3.53MB / 250kB   35
2a9eaf369eb1   redis               20.54%    12.33MiB / 3.823GiB   0.32%     11.6MB / 3.18MB   0B / 0B          6
f3357cf3b0c3   mongodb             138.79%   150.8MiB / 3.823GiB   3.85%     7.42MB / 2.12MB   782kB / 0B       56
63164fef332b   kafka               144.63%   444.6MiB / 3.823GiB   11.36%    5.26MB / 9.95MB   647kB / 238kB    139
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           0.83%     610.5MiB / 3.823GiB   15.60%    12.1kB / 4.71MB   0B / 0B          2
86e5b18b605d   consumidor_mongo1   0.80%     31.79MiB / 3.823GiB   0.81%     1.32MB / 1.45MB   0B / 0B          8
1b21dbf752e2   consumidor_mongo3   1.05%     32.3MiB / 3.823GiB    0.83%     2.23MB / 2.48MB   0B / 0B          8
18b601d476db   cliente_historico   0.59%     25.63MiB / 3.823GiB   0.65%     18.7kB / 7.08kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   0.70%     32.13MiB / 3.823GiB   0.82%     1.15MB / 1.26MB   0B / 0B          8
b5d110b43478   consumidor_redis1   0.91%     20.64MiB / 3.823GiB   0.53%     1.2MB / 1.88MB    0B / 0B          2
7056de128021   consumidor_mongo4   1.66%     33.18MiB / 3.823GiB   0.85%     2.4MB / 2.66MB    0B / 0B          8
16dcbc09ad82   cliente_atm         0.02%     23.64MiB / 3.823GiB   0.60%     36.2kB / 55.5kB   0B / 0B          1
ff5686d65dba   consumidor_redis3   1.29%     20.8MiB / 3.823GiB    0.53%     2.02MB / 3.23MB   0B / 0B          2
ef37e428e834   consumidor_redis2   0.87%     20.66MiB / 3.823GiB   0.53%     1.04MB / 1.66MB   0B / 0B          2
bf51a6f6f6dc   sectorizador        0.00%     24.96MiB / 3.823GiB   0.64%     1.69MB / 1.66MB   0B / 0B          4
fe7132683f7a   consumidor_redis4   3.22%     20.65MiB / 3.823GiB   0.53%     2.19MB / 3.47MB   0B / 0B          2
ae4604f656f1   kafka_ui            3.26%     252.3MiB / 3.823GiB   6.44%     57.9kB / 6.21kB   3.53MB / 250kB   35
2a9eaf369eb1   redis               1.71%     12.58MiB / 3.823GiB   0.32%     11.7MB / 3.19MB   0B / 0B          6
f3357cf3b0c3   mongodb             33.82%    113.4MiB / 3.823GiB   2.90%     7.59MB / 2.17MB   782kB / 0B       45
63164fef332b   kafka               424.81%   496.6MiB / 3.823GiB   12.69%    5.27MB / 9.98MB   647kB / 238kB    152
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           1.50%     610.7MiB / 3.823GiB   15.60%    12.9kB / 5.3MB    0B / 0B          2
86e5b18b605d   consumidor_mongo1   71.79%    31.88MiB / 3.823GiB   0.81%     1.55MB / 1.7MB    0B / 0B          8
1b21dbf752e2   consumidor_mongo3   68.08%    32.3MiB / 3.823GiB    0.83%     2.46MB / 2.72MB   0B / 0B          8
18b601d476db   cliente_historico   0.09%     25.63MiB / 3.823GiB   0.65%     18.7kB / 7.08kB   0B / 0B          4
b426a63bf272   consumidor_mongo2   11.45%    32.13MiB / 3.823GiB   0.82%     1.16MB / 1.27MB   0B / 0B          8
b5d110b43478   consumidor_redis1   0.86%     20.79MiB / 3.823GiB   0.53%     1.41MB / 2.22MB   0B / 0B          2
7056de128021   consumidor_mongo4   88.94%    33.43MiB / 3.823GiB   0.85%     2.77MB / 2.93MB   0B / 0B          8
16dcbc09ad82   cliente_atm         0.03%     23.64MiB / 3.823GiB   0.60%     37.6kB / 57.8kB   0B / 0B          1
ff5686d65dba   consumidor_redis3   2.20%     20.63MiB / 3.823GiB   0.53%     2.23MB / 3.55MB   0B / 0B          2
ef37e428e834   consumidor_redis2   0.99%     20.66MiB / 3.823GiB   0.53%     1.05MB / 1.67MB   0B / 0B          2
bf51a6f6f6dc   sectorizador        0.00%     24.96MiB / 3.823GiB   0.64%     1.69MB / 1.66MB   0B / 0B          4
fe7132683f7a   consumidor_redis4   24.01%    20.65MiB / 3.823GiB   0.53%     2.55MB / 4.05MB   0B / 0B          2
ae4604f656f1   kafka_ui            0.18%     252.3MiB / 3.823GiB   6.44%     57.9kB / 6.21kB   3.53MB / 250kB   35
2a9eaf369eb1   redis               5.40%     12.27MiB / 3.823GiB   0.31%     12.9MB / 3.37MB   0B / 0B          6
f3357cf3b0c3   mongodb             104.15%   114.9MiB / 3.823GiB   2.94%     8.37MB / 2.39MB   782kB / 0B       45
63164fef332b   kafka               137.88%   540MiB / 3.823GiB     13.80%    5.88MB / 11.2MB   647kB / 238kB    148
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
576d73694905   productor           0.42%     610.7MiB / 3.823GiB   15.60%    12.9kB / 5.3MB    0B / 0B          2
86e5b18b605d   consumidor_mongo1   6.57%     31.88MiB / 3.823GiB   0.81%     1.55MB / 1.7MB    0B / 0B          8
1b21dbf752e2   consumidor_mongo3   11.76%    32.3MiB / 3.823GiB    0.83%     2.46MB / 2.73MB   0B / 0B          8
