CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.71%     1.291GiB / 3.823GiB   33.78%    2.42kB / 823B     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.69%     19.5MiB / 3.823GiB    0.50%     50.1kB / 63.4kB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   1.73%     30.02MiB / 3.823GiB   0.77%     57.5kB / 62.4kB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   0.86%     19.04MiB / 3.823GiB   0.49%     49.4kB / 61.7kB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.03%     25.41MiB / 3.823GiB   0.65%     20.6kB / 30.8kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   2.45%     19.2MiB / 3.823GiB    0.49%     48kB / 58kB       1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     24.57MiB / 3.823GiB   0.63%     17.1kB / 23.5kB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   2.31%     18.98MiB / 3.823GiB   0.49%     50.2kB / 62.8kB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   1.27%     29.76MiB / 3.823GiB   0.76%     58.2kB / 63.5kB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   1.13%     29.87MiB / 3.823GiB   0.76%     58.3kB / 63kB     4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   2.30%     29.92MiB / 3.823GiB   0.76%     59.7kB / 65.1kB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.22%     26.62MiB / 3.823GiB   0.68%     14.5kB / 5.61kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            176.39%   239.4MiB / 3.823GiB   6.12%     2.34kB / 126B     77MB / 135kB     23
a904fd02bd23   mongodb             13.67%    87.12MiB / 3.823GiB   2.23%     28.5kB / 49.1kB   150MB / 0B       46
ceb0d2ea3b2c   redis               1.59%     9.406MiB / 3.823GiB   0.24%     49.2kB / 26.6kB   16.5MB / 0B      6
7ee7bfcd070a   kafka               29.20%    427.7MiB / 3.823GiB   10.93%    482kB / 373kB     73.4MB / 238kB   106
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.50%     1.291GiB / 3.823GiB   33.78%    2.42kB / 823B     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   1.90%     19.5MiB / 3.823GiB    0.50%     52.7kB / 66kB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   1.60%     30.03MiB / 3.823GiB   0.77%     60.5kB / 65.3kB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   1.69%     19.04MiB / 3.823GiB   0.49%     51.6kB / 64.1kB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.41MiB / 3.823GiB   0.65%     21.9kB / 33.1kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   1.34%     19.21MiB / 3.823GiB   0.49%     50.7kB / 60.6kB   1.61MB / 0B      2
419d1a66ad25   sectorizador        1.61%     24.57MiB / 3.823GiB   0.63%     18kB / 25.1kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   1.35%     18.99MiB / 3.823GiB   0.49%     52.5kB / 65.1kB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   12.05%    29.9MiB / 3.823GiB    0.76%     61kB / 66.2kB     5.43MB / 0B      9
5efedfa0f876   consumidor_mongo4   3.71%     29.88MiB / 3.823GiB   0.76%     60.9kB / 65.5kB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   1.77%     29.92MiB / 3.823GiB   0.76%     62.1kB / 67.6kB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.59%     26.62MiB / 3.823GiB   0.68%     14.8kB / 5.79kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            135.48%   186.5MiB / 3.823GiB   4.76%     2.34kB / 126B     81.3MB / 135kB   24
a904fd02bd23   mongodb             3.78%     86.93MiB / 3.823GiB   2.22%     29.1kB / 50.2kB   150MB / 0B       45
ceb0d2ea3b2c   redis               11.33%    9.406MiB / 3.823GiB   0.24%     52.2kB / 28.3kB   16.5MB / 0B      6
7ee7bfcd070a   kafka               288.60%   487.6MiB / 3.823GiB   12.46%    502kB / 393kB     73.4MB / 238kB   149
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           12.45%    1.291GiB / 3.823GiB   33.78%    2.42kB / 823B     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   1.40%     19.5MiB / 3.823GiB    0.50%     54.7kB / 67.8kB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   3.11%     30.04MiB / 3.823GiB   0.77%     63kB / 67.4kB     4.35MB / 0B      8
52327ce982a8   consumidor_redis4   2.22%     19.04MiB / 3.823GiB   0.49%     53.7kB / 65.9kB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.42MiB / 3.823GiB   0.65%     23.1kB / 35.3kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.83%     19.21MiB / 3.823GiB   0.49%     52.6kB / 62.3kB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     24.57MiB / 3.823GiB   0.63%     18kB / 25.1kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   0.69%     18.99MiB / 3.823GiB   0.49%     54.4kB / 66.8kB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   2.88%     29.77MiB / 3.823GiB   0.76%     63.5kB / 68kB     5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   3.31%     29.88MiB / 3.823GiB   0.76%     63.5kB / 67.6kB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   0.76%     29.92MiB / 3.823GiB   0.76%     64.8kB / 69.5kB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.06%     26.62MiB / 3.823GiB   0.68%     15.2kB / 5.86kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            182.36%   212.1MiB / 3.823GiB   5.42%     2.34kB / 126B     87.2MB / 135kB   25
a904fd02bd23   mongodb             1.42%     87.61MiB / 3.823GiB   2.24%     30.2kB / 53.6kB   150MB / 0B       45
ceb0d2ea3b2c   redis               1.02%     9.406MiB / 3.823GiB   0.24%     53.6kB / 29kB     16.5MB / 0B      6
7ee7bfcd070a   kafka               301.92%   561.1MiB / 3.823GiB   14.33%    516kB / 409kB     73.4MB / 238kB   175
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.38%     1.291GiB / 3.823GiB   33.78%    2.42kB / 823B     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   10.17%    19.51MiB / 3.823GiB   0.50%     56.6kB / 69.6kB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   0.39%     30.04MiB / 3.823GiB   0.77%     65.3kB / 69.5kB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   13.78%    19.04MiB / 3.823GiB   0.49%     55.3kB / 67.5kB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.07%     25.42MiB / 3.823GiB   0.65%     24.5kB / 37.6kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   1.94%     19.21MiB / 3.823GiB   0.49%     54.5kB / 64.1kB   1.61MB / 0B      2
419d1a66ad25   sectorizador        1.59%     24.57MiB / 3.823GiB   0.63%     19kB / 26.7kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   2.02%     18.99MiB / 3.823GiB   0.49%     56.7kB / 68.9kB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   1.47%     29.77MiB / 3.823GiB   0.76%     65.4kB / 69.7kB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   0.82%     29.88MiB / 3.823GiB   0.76%     65.8kB / 69.7kB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   14.73%    29.93MiB / 3.823GiB   0.76%     66.7kB / 71.3kB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.15%     26.62MiB / 3.823GiB   0.68%     15.6kB / 6.05kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            108.98%   188.4MiB / 3.823GiB   4.81%     2.34kB / 126B     89.2MB / 152kB   25
a904fd02bd23   mongodb             115.19%   150.1MiB / 3.823GiB   3.83%     30.6kB / 54.3kB   150MB / 0B       61
ceb0d2ea3b2c   redis               1.87%     9.406MiB / 3.823GiB   0.24%     56.5kB / 30.7kB   16.5MB / 0B      6
7ee7bfcd070a   kafka               162.08%   550.9MiB / 3.823GiB   14.07%    530kB / 423kB     73.4MB / 238kB   156
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.63%     1.291GiB / 3.823GiB   33.78%    2.42kB / 823B     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   9.76%     19.51MiB / 3.823GiB   0.50%     58.6kB / 71.4kB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   1.65%     30.04MiB / 3.823GiB   0.77%     67.6kB / 71.1kB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   2.06%     19.05MiB / 3.823GiB   0.49%     57.4kB / 69.5kB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.19%     25.42MiB / 3.823GiB   0.65%     25.9kB / 39.9kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   1.67%     19.21MiB / 3.823GiB   0.49%     56.5kB / 66.1kB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     24.66MiB / 3.823GiB   0.63%     19kB / 26.7kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   0.27%     19MiB / 3.823GiB      0.49%     58.3kB / 70.4kB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   0.72%     29.78MiB / 3.823GiB   0.76%     68.4kB / 71.9kB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   0.45%     29.88MiB / 3.823GiB   0.76%     68.3kB / 71.5kB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   9.15%     29.93MiB / 3.823GiB   0.76%     69.7kB / 73.6kB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.08%     26.62MiB / 3.823GiB   0.68%     16kB / 6.12kB     7.18MB / 0B      4
530f4ddb2be4   kafka_ui            164.35%   192.6MiB / 3.823GiB   4.92%     2.34kB / 126B     90.3MB / 152kB   26
a904fd02bd23   mongodb             1.44%     87.61MiB / 3.823GiB   2.24%     31.7kB / 57.7kB   150MB / 0B       45
ceb0d2ea3b2c   redis               1.11%     9.406MiB / 3.823GiB   0.24%     57.8kB / 31.5kB   16.5MB / 0B      6
7ee7bfcd070a   kafka               155.24%   462.3MiB / 3.823GiB   11.81%    545kB / 440kB     73.4MB / 238kB   130
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           1.96%     1.291GiB / 3.823GiB   33.78%    3.12kB / 9.04kB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   11.26%    19.56MiB / 3.823GiB   0.50%     70.8kB / 90.4kB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   1.74%     30.04MiB / 3.823GiB   0.77%     69.4kB / 73.1kB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   2.21%     19.05MiB / 3.823GiB   0.49%     59.1kB / 71.1kB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.04%     25.42MiB / 3.823GiB   0.65%     27.2kB / 42.2kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   1.62%     19.21MiB / 3.823GiB   0.49%     58.2kB / 67.8kB   1.61MB / 0B      2
419d1a66ad25   sectorizador        6.34%     24.67MiB / 3.823GiB   0.63%     22.6kB / 31.2kB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   1.03%     19MiB / 3.823GiB      0.49%     60kB / 72kB       36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   21.46%    29.94MiB / 3.823GiB   0.76%     82.2kB / 87.8kB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   1.24%     29.89MiB / 3.823GiB   0.76%     69.9kB / 73.1kB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   3.27%     29.93MiB / 3.823GiB   0.76%     71.3kB / 75.4kB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.13%     26.62MiB / 3.823GiB   0.68%     16.4kB / 6.3kB    7.18MB / 0B      4
530f4ddb2be4   kafka_ui            180.03%   200.1MiB / 3.823GiB   5.11%     2.34kB / 126B     91.3MB / 152kB   26
a904fd02bd23   mongodb             20.86%    89.94MiB / 3.823GiB   2.30%     46.3kB / 62.8kB   151MB / 0B       45
ceb0d2ea3b2c   redis               4.96%     9.445MiB / 3.823GiB   0.24%     80.6kB / 38.7kB   16.5MB / 0B      6
7ee7bfcd070a   kafka               200.11%   490.5MiB / 3.823GiB   12.53%    567kB / 469kB     73.4MB / 238kB   148
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.83%     1.291GiB / 3.823GiB   33.78%    3.2kB / 9.12kB    2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.90%     19.56MiB / 3.823GiB   0.50%     72kB / 91.4kB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   3.95%     30.04MiB / 3.823GiB   0.77%     71.1kB / 74.3kB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   1.69%     19.05MiB / 3.823GiB   0.49%     60.6kB / 72.4kB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.03%     25.42MiB / 3.823GiB   0.65%     28.5kB / 44.4kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   4.12%     19.21MiB / 3.823GiB   0.49%     59.6kB / 69kB     1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     24.67MiB / 3.823GiB   0.63%     22.6kB / 31.2kB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   9.37%     19MiB / 3.823GiB      0.49%     61.7kB / 73.7kB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   8.64%     29.94MiB / 3.823GiB   0.76%     83.7kB / 88.9kB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   11.71%    29.89MiB / 3.823GiB   0.76%     72.2kB / 74.7kB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   13.13%    29.93MiB / 3.823GiB   0.76%     73.5kB / 77kB     5.52MB / 0B      8
753b27d990ef   cliente_historico   2.13%     26.62MiB / 3.823GiB   0.68%     16.7kB / 6.37kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            231.91%   207.5MiB / 3.823GiB   5.30%     2.34kB / 126B     91.6MB / 168kB   26
a904fd02bd23   mongodb             21.55%    89.94MiB / 3.823GiB   2.30%     47kB / 65.4kB     151MB / 0B       45
ceb0d2ea3b2c   redis               6.22%     9.445MiB / 3.823GiB   0.24%     82kB / 39.5kB     16.5MB / 0B      6
7ee7bfcd070a   kafka               290.63%   530.2MiB / 3.823GiB   13.55%    577kB / 480kB     73.4MB / 238kB   157
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           40.37%    1.293GiB / 3.823GiB   33.83%    3.2kB / 9.12kB    2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   1.16%     19.56MiB / 3.823GiB   0.50%     73.8kB / 93.1kB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   1.70%     30.05MiB / 3.823GiB   0.77%     73.2kB / 76.2kB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   1.43%     19.05MiB / 3.823GiB   0.49%     62.3kB / 74kB     549kB / 0B       2
986f9a8d571d   cliente_atm         2.13%     25.45MiB / 3.823GiB   0.65%     29.8kB / 46.6kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   9.64%     19.21MiB / 3.823GiB   0.49%     61.2kB / 70.3kB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     24.67MiB / 3.823GiB   0.63%     22.6kB / 31.2kB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   13.02%    19MiB / 3.823GiB      0.49%     63.5kB / 75.4kB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   11.87%    29.95MiB / 3.823GiB   0.77%     86.1kB / 90.7kB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   8.52%     29.89MiB / 3.823GiB   0.76%     73.8kB / 76kB     4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   1.59%     29.94MiB / 3.823GiB   0.76%     75.5kB / 78.9kB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.34%     26.62MiB / 3.823GiB   0.68%     17.1kB / 6.57kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            115.08%   204MiB / 3.823GiB     5.21%     2.34kB / 126B     94.6MB / 168kB   26
a904fd02bd23   mongodb             87.64%    116.6MiB / 3.823GiB   2.98%     47.6kB / 66.6kB   151MB / 0B       52
ceb0d2ea3b2c   redis               1.25%     9.445MiB / 3.823GiB   0.24%     83.3kB / 40.3kB   16.5MB / 0B      6
7ee7bfcd070a   kafka               107.63%   504.2MiB / 3.823GiB   12.88%    588kB / 494kB     73.4MB / 238kB   147
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.10%     1.294GiB / 3.823GiB   33.86%    5.28kB / 1.13MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   21.27%    20.74MiB / 3.823GiB   0.53%     283kB / 431kB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   31.76%    31.21MiB / 3.823GiB   0.80%     233kB / 79.5kB    4.35MB / 0B      8
52327ce982a8   consumidor_redis4   24.32%    20.23MiB / 3.823GiB   0.52%     269kB / 405kB     549kB / 0B       2
986f9a8d571d   cliente_atm         0.40%     25.47MiB / 3.823GiB   0.65%     30.3kB / 47.2kB   11MB / 0B        2
c7e7fefd2ff5   consumidor_redis1   28.79%    21.17MiB / 3.823GiB   0.54%     270kB / 415kB     1.61MB / 0B      7
419d1a66ad25   sectorizador        0.00%     24.67MiB / 3.823GiB   0.63%     26.2kB / 35.5kB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   28.47%    23.27MiB / 3.823GiB   0.59%     272kB / 414kB     36.9kB / 0B      7
b46a6a7a11f6   consumidor_mongo2   36.45%    33.87MiB / 3.823GiB   0.87%     297kB / 162kB     5.43MB / 0B      14
5efedfa0f876   consumidor_mongo4   183.34%   31.39MiB / 3.823GiB   0.80%     234kB / 79.8kB    4.49MB / 0B      13
82a1fb9fe702   consumidor_mongo1   188.21%   31.18MiB / 3.823GiB   0.80%     242kB / 90.2kB    5.52MB / 0B      8
753b27d990ef   cliente_historico   0.18%     26.62MiB / 3.823GiB   0.68%     17.5kB / 6.63kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            97.57%    208.7MiB / 3.823GiB   5.33%     2.34kB / 126B     96MB / 270kB     26
a904fd02bd23   mongodb             41.85%    132.1MiB / 3.823GiB   3.38%     131kB / 131kB     151MB / 0B       56
ceb0d2ea3b2c   redis               26.63%    20.76MiB / 3.823GiB   0.53%     1.43MB / 244kB    16.5MB / 0B      9
7ee7bfcd070a   kafka               47.85%    526MiB / 3.823GiB     13.44%    1.73MB / 1.76MB   73.4MB / 238kB   152
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           87.02%    1.294GiB / 3.823GiB   33.85%    6.5kB / 1.76MB    2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   1.65%     20.34MiB / 3.823GiB   0.52%     285kB / 434kB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   45.72%    32.5MiB / 3.823GiB    0.83%     485kB / 336kB     4.35MB / 0B      8
52327ce982a8   consumidor_redis4   39.54%    21.04MiB / 3.823GiB   0.54%     870kB / 1.13MB    549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.45MiB / 3.823GiB   0.65%     31.3kB / 49.2kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   3.87%     20.42MiB / 3.823GiB   0.52%     272kB / 417kB     1.61MB / 0B      2
419d1a66ad25   sectorizador        5.15%     24.81MiB / 3.823GiB   0.63%     60.1kB / 37kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   1.51%     20.64MiB / 3.823GiB   0.53%     515kB / 810kB     36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   1.77%     31.51MiB / 3.823GiB   0.81%     318kB / 350kB     5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   52.80%    32.88MiB / 3.823GiB   0.84%     642kB / 363kB     4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   1.65%     31.64MiB / 3.823GiB   0.81%     308kB / 342kB     5.52MB / 0B      8
753b27d990ef   cliente_historico   0.08%     26.75MiB / 3.823GiB   0.68%     17.9kB / 6.82kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            71.16%    210.7MiB / 3.823GiB   5.38%     2.34kB / 126B     98.3MB / 270kB   29
a904fd02bd23   mongodb             121.95%   163.9MiB / 3.823GiB   4.19%     1.17MB / 426kB    151MB / 0B       60
ceb0d2ea3b2c   redis               7.22%     12.72MiB / 3.823GiB   0.33%     2.56MB / 433kB    16.5MB / 0B      6
7ee7bfcd070a   kafka               86.24%    450.1MiB / 3.823GiB   11.50%    2.37MB / 2.92MB   73.5MB / 238kB   123
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           3.76%     1.295GiB / 3.823GiB   33.88%    7.81kB / 2.29MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.68%     20.34MiB / 3.823GiB   0.52%     287kB / 435kB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   66.07%    32.52MiB / 3.823GiB   0.83%     570kB / 637kB     4.35MB / 0B      8
52327ce982a8   consumidor_redis4   60.89%    20.91MiB / 3.823GiB   0.53%     1.51MB / 2.43MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.06%     25.45MiB / 3.823GiB   0.65%     32.6kB / 51.4kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   46.74%    20.75MiB / 3.823GiB   0.53%     756kB / 1.2MB     1.61MB / 0B      2
419d1a66ad25   sectorizador        27.90%    26.13MiB / 3.823GiB   0.67%     264kB / 149kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   0.50%     20.64MiB / 3.823GiB   0.53%     720kB / 1.14MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   0.88%     31.51MiB / 3.823GiB   0.81%     320kB / 352kB     5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   49.90%    32.88MiB / 3.823GiB   0.84%     690kB / 424kB     4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   33.51%    32.32MiB / 3.823GiB   0.83%     534kB / 434kB     5.52MB / 0B      8
753b27d990ef   cliente_historico   0.14%     26.75MiB / 3.823GiB   0.68%     18.3kB / 6.88kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            69.57%    208.6MiB / 3.823GiB   5.33%     2.34kB / 126B     100MB / 270kB    35
a904fd02bd23   mongodb             58.36%    97.83MiB / 3.823GiB   2.50%     1.56MB / 583kB    151MB / 0B       45
ceb0d2ea3b2c   redis               39.35%    13.04MiB / 3.823GiB   0.33%     5.07MB / 1MB      16.5MB / 0B      6
7ee7bfcd070a   kafka               86.46%    466MiB / 3.823GiB     11.91%    2.91MB / 4.09MB   73.5MB / 238kB   130
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           82.95%    1.295GiB / 3.823GiB   33.87%    8.95kB / 2.91MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   9.34%     20.34MiB / 3.823GiB   0.52%     288kB / 436kB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   10.16%    32.57MiB / 3.823GiB   0.83%     798kB / 889kB     4.35MB / 0B      8
52327ce982a8   consumidor_redis4   25.50%    21.08MiB / 3.823GiB   0.54%     1.72MB / 2.75MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.88%     25.47MiB / 3.823GiB   0.65%     34.7kB / 54.5kB   11MB / 0B        2
c7e7fefd2ff5   consumidor_redis1   1.71%     20.75MiB / 3.823GiB   0.53%     759kB / 1.2MB     1.61MB / 0B      2
419d1a66ad25   sectorizador        32.60%    26.13MiB / 3.823GiB   0.67%     412kB / 413kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   0.84%     20.64MiB / 3.823GiB   0.53%     722kB / 1.14MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   1.06%     31.51MiB / 3.823GiB   0.81%     323kB / 354kB     5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   57.12%    34.65MiB / 3.823GiB   0.89%     1.46MB / 942kB    4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   25.64%    32.91MiB / 3.823GiB   0.84%     846kB / 940kB     5.52MB / 0B      8
753b27d990ef   cliente_historico   0.12%     26.75MiB / 3.823GiB   0.68%     18.7kB / 7.08kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            105.42%   224.4MiB / 3.823GiB   5.73%     6.47kB / 1.24kB   105MB / 270kB    36
a904fd02bd23   mongodb             39.58%    103.9MiB / 3.823GiB   2.65%     2.83MB / 893kB    151MB / 0B       45
ceb0d2ea3b2c   redis               13.06%    12.97MiB / 3.823GiB   0.33%     5.66MB / 1.2MB    16.5MB / 0B      6
7ee7bfcd070a   kafka               193.56%   500.3MiB / 3.823GiB   12.78%    3.55MB / 5.25MB   73.5MB / 238kB   155
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.66%     1.295GiB / 3.823GiB   33.89%    10.2kB / 3.46MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   66.76%    21.4MiB / 3.823GiB    0.55%     909kB / 1.43MB    4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   2.92%     32.57MiB / 3.823GiB   0.83%     801kB / 891kB     4.35MB / 0B      8
52327ce982a8   consumidor_redis4   21.00%    20.89MiB / 3.823GiB   0.53%     2.23MB / 3.58MB   549kB / 0B       2
986f9a8d571d   cliente_atm         6.45%     25.45MiB / 3.823GiB   0.65%     35.6kB / 56.1kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   18.33%    20.75MiB / 3.823GiB   0.53%     966kB / 1.54MB    1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.13MiB / 3.823GiB   0.67%     412kB / 413kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   1.10%     20.64MiB / 3.823GiB   0.53%     724kB / 1.14MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   44.86%    31.83MiB / 3.823GiB   0.81%     537kB / 430kB     5.43MB / 0B      8
