CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.67%     1.295GiB / 3.823GiB   33.89%    22.4kB / 10.7MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   8.71%     22.09MiB / 3.823GiB   0.56%     3.07MB / 4.87MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   0.59%     34MiB / 3.823GiB      0.87%     3.01MB / 3.33MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   15.40%    21.97MiB / 3.823GiB   0.56%     5.17MB / 8.03MB   549kB / 0B       2
986f9a8d571d   cliente_atm         1.51%     25.47MiB / 3.823GiB   0.65%     53.1kB / 85.6kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.66%     21.62MiB / 3.823GiB   0.55%     3.56MB / 5.68MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.23MiB / 3.823GiB   0.67%     1.62MB / 1.59MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   0.70%     21.59MiB / 3.823GiB   0.55%     2.73MB / 4.34MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   42.02%    33.84MiB / 3.823GiB   0.86%     3.36MB / 3.55MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   45.12%    37.4MiB / 3.823GiB    0.96%     5.5MB / 5.93MB    4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   6.54%     35.41MiB / 3.823GiB   0.90%     3.93MB / 4.35MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.07%     26.75MiB / 3.823GiB   0.68%     23.9kB / 8.75kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.22%     230.2MiB / 3.823GiB   5.88%     57.8kB / 6.28kB   106MB / 328kB    36
a904fd02bd23   mongodb             111.90%   187.1MiB / 3.823GiB   4.78%     16.8MB / 4.78MB   151MB / 0B       59
ceb0d2ea3b2c   redis               2.02%     13.35MiB / 3.823GiB   0.34%     24.2MB / 4.96MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               180.24%   528.3MiB / 3.823GiB   13.50%    11.7MB / 22.3MB   73.6MB / 238kB   152
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.46%     1.295GiB / 3.823GiB   33.89%    24.5kB / 11.9MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   52.13%    22.41MiB / 3.823GiB   0.57%     3.65MB / 5.55MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   18.83%    34MiB / 3.823GiB      0.87%     3.21MB / 3.39MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   15.87%    21.49MiB / 3.823GiB   0.55%     5.21MB / 8.35MB   549kB / 0B       2
986f9a8d571d   cliente_atm         2.66%     25.47MiB / 3.823GiB   0.65%     54.4kB / 87.9kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   1.48%     21.3MiB / 3.823GiB    0.54%     3.76MB / 6.01MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        42.08%    26.26MiB / 3.823GiB   0.67%     1.84MB / 1.66MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   11.06%    21.59MiB / 3.823GiB   0.55%     3.11MB / 4.95MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   19.14%    33.55MiB / 3.823GiB   0.86%     3.58MB / 3.79MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   25.28%    37.4MiB / 3.823GiB    0.96%     5.72MB / 6.15MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   37.32%    35.43MiB / 3.823GiB   0.91%     4.14MB / 4.43MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.15%     26.75MiB / 3.823GiB   0.68%     24.6kB / 9kB      7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.48%     230.2MiB / 3.823GiB   5.88%     57.8kB / 6.28kB   106MB / 328kB    36
a904fd02bd23   mongodb             119.20%   213.1MiB / 3.823GiB   5.44%     17.4MB / 5.02MB   151MB / 0B       60
ceb0d2ea3b2c   redis               20.03%    13.47MiB / 3.823GiB   0.34%     26.2MB / 5.5MB    16.5MB / 0B      6
7ee7bfcd070a   kafka               100.66%   549.6MiB / 3.823GiB   14.04%    12.7MB / 23.8MB   73.6MB / 238kB   153
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           58.65%    1.295GiB / 3.823GiB   33.89%    24.5kB / 11.9MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   1.62%     21.78MiB / 3.823GiB   0.56%     3.89MB / 6.18MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   32.71%    34MiB / 3.823GiB      0.87%     3.43MB / 3.79MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   0.30%     21.49MiB / 3.823GiB   0.55%     5.21MB / 8.35MB   549kB / 0B       2
986f9a8d571d   cliente_atm         7.40%     25.47MiB / 3.823GiB   0.65%     55.7kB / 90.2kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.75%     21.3MiB / 3.823GiB    0.54%     3.77MB / 6.01MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        54.96%    26.25MiB / 3.823GiB   0.67%     2.01MB / 1.95MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   1.02%     21.59MiB / 3.823GiB   0.55%     3.11MB / 4.96MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   55.46%    34.42MiB / 3.823GiB   0.88%     4.14MB / 4.23MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   8.43%     37.4MiB / 3.823GiB    0.96%     5.77MB / 6.38MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   1.27%     35.41MiB / 3.823GiB   0.90%     4.16MB / 4.6MB    5.52MB / 0B      8
753b27d990ef   cliente_historico   0.09%     26.75MiB / 3.823GiB   0.68%     24.6kB / 9kB      7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.24%     230.2MiB / 3.823GiB   5.88%     69.5kB / 7.32kB   106MB / 328kB    36
a904fd02bd23   mongodb             30.00%    149.8MiB / 3.823GiB   3.83%     18.6MB / 5.26MB   151MB / 0B       45
ceb0d2ea3b2c   redis               15.78%    13.35MiB / 3.823GiB   0.34%     27.1MB / 5.72MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               160.03%   489.9MiB / 3.823GiB   12.52%    12.8MB / 24.6MB   73.6MB / 238kB   136
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           1.15%     1.295GiB / 3.823GiB   33.87%    26.6kB / 13.2MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   49.29%    22.11MiB / 3.823GiB   0.56%     4.27MB / 6.53MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   28.80%    34MiB / 3.823GiB      0.87%     3.63MB / 3.85MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   39.90%    22.78MiB / 3.823GiB   0.58%     5.91MB / 8.72MB   549kB / 0B       2
986f9a8d571d   cliente_atm         1.33%     25.47MiB / 3.823GiB   0.65%     57kB / 92.4kB     11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   36.26%    21.45MiB / 3.823GiB   0.55%     3.95MB / 6.3MB    1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.25MiB / 3.823GiB   0.67%     2.03MB / 2MB      23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   10.40%    21.71MiB / 3.823GiB   0.55%     3.32MB / 5.28MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   52.55%    34.47MiB / 3.823GiB   0.88%     4.21MB / 4.32MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   33.99%    37.41MiB / 3.823GiB   0.96%     5.98MB / 6.44MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   47.46%    35.41MiB / 3.823GiB   0.90%     4.32MB / 4.63MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.15%     26.75MiB / 3.823GiB   0.68%     25.4kB / 9.26kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            6.12%     230.2MiB / 3.823GiB   5.88%     69.5kB / 7.32kB   106MB / 344kB    36
a904fd02bd23   mongodb             43.73%    149.6MiB / 3.823GiB   3.82%     18.9MB / 5.44MB   151MB / 0B       45
ceb0d2ea3b2c   redis               15.82%    13.85MiB / 3.823GiB   0.35%     28.5MB / 5.98MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               81.04%    499.9MiB / 3.823GiB   12.77%    14MB / 26.3MB     73.6MB / 238kB   137
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           65.35%    1.295GiB / 3.823GiB   33.88%    27kB / 13.3MB     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   1.86%     22.11MiB / 3.823GiB   0.56%     4.3MB / 6.84MB    4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   36.67%    34MiB / 3.823GiB      0.87%     3.82MB / 4.06MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   2.81%     22.34MiB / 3.823GiB   0.57%     6.03MB / 9.65MB   549kB / 0B       2
986f9a8d571d   cliente_atm         3.94%     25.47MiB / 3.823GiB   0.65%     58.5kB / 94.7kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   11.62%    21.45MiB / 3.823GiB   0.55%     3.95MB / 6.31MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.25MiB / 3.823GiB   0.67%     2.03MB / 2MB      23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   22.66%    21.72MiB / 3.823GiB   0.55%     3.49MB / 5.3MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   65.81%    34.99MiB / 3.823GiB   0.89%     4.6MB / 4.73MB    5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   56.70%    38.82MiB / 3.823GiB   0.99%     6.54MB / 6.71MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   0.78%     35.41MiB / 3.823GiB   0.90%     4.36MB / 4.83MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.09%     26.75MiB / 3.823GiB   0.68%     25.4kB / 9.26kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.50%     230.2MiB / 3.823GiB   5.88%     69.5kB / 7.32kB   106MB / 344kB    36
a904fd02bd23   mongodb             34.17%    152.4MiB / 3.823GiB   3.89%     19.9MB / 5.68MB   151MB / 0B       45
ceb0d2ea3b2c   redis               6.14%     13.61MiB / 3.823GiB   0.35%     29.7MB / 6.14MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               109.61%   504.7MiB / 3.823GiB   12.89%    14.2MB / 27.4MB   73.6MB / 238kB   135
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.36%     1.296GiB / 3.823GiB   33.89%    28.6kB / 14.4MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   57.77%    22.38MiB / 3.823GiB   0.57%     4.87MB / 7.5MB    4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   18.05%    34MiB / 3.823GiB      0.87%     3.87MB / 4.12MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   27.26%    22.37MiB / 3.823GiB   0.57%     6.23MB / 9.98MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.47MiB / 3.823GiB   0.65%     58.5kB / 94.7kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   30.26%    21.77MiB / 3.823GiB   0.56%     4.34MB / 6.68MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        28.32%    26.26MiB / 3.823GiB   0.67%     2.29MB / 2.12MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   7.74%     21.23MiB / 3.823GiB   0.54%     3.73MB / 5.94MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   20.97%    34.74MiB / 3.823GiB   0.89%     4.66MB / 4.81MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   23.24%    38.82MiB / 3.823GiB   0.99%     6.58MB / 6.92MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   26.88%    35.41MiB / 3.823GiB   0.90%     4.57MB / 4.9MB    5.52MB / 0B      8
753b27d990ef   cliente_historico   0.19%     26.75MiB / 3.823GiB   0.68%     26.1kB / 9.51kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.28%     230.2MiB / 3.823GiB   5.88%     69.5kB / 7.32kB   106MB / 348kB    36
a904fd02bd23   mongodb             84.77%    185.1MiB / 3.823GiB   4.73%     20.7MB / 5.92MB   151MB / 0B       52
ceb0d2ea3b2c   redis               22.36%    13.75MiB / 3.823GiB   0.35%     31.8MB / 6.7MB    16.5MB / 0B      6
7ee7bfcd070a   kafka               56.52%    462.6MiB / 3.823GiB   11.82%    15.3MB / 28.7MB   73.6MB / 238kB   126
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           65.46%    1.295GiB / 3.823GiB   33.87%    29.9kB / 15.2MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   2.11%     22.38MiB / 3.823GiB   0.57%     5.06MB / 7.78MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   26.14%    34MiB / 3.823GiB      0.87%     4.1MB / 4.37MB    4.35MB / 0B      8
52327ce982a8   consumidor_redis4   2.36%     22.37MiB / 3.823GiB   0.57%     6.24MB / 9.98MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.07%     25.47MiB / 3.823GiB   0.65%     59.9kB / 96.9kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   5.03%     22MiB / 3.823GiB      0.56%     4.52MB / 6.95MB   1.61MB / 0B      8
419d1a66ad25   sectorizador        47.53%    26.26MiB / 3.823GiB   0.67%     2.42MB / 2.34MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   35.86%    21.56MiB / 3.823GiB   0.55%     3.94MB / 6.26MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   49.78%    36MiB / 3.823GiB      0.92%     5.24MB / 5.28MB   5.43MB / 0B      13
5efedfa0f876   consumidor_mongo4   26.35%    38.82MiB / 3.823GiB   0.99%     6.66MB / 7.19MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   29.69%    35.41MiB / 3.823GiB   0.90%     4.8MB / 5.15MB    5.52MB / 0B      8
753b27d990ef   cliente_historico   0.07%     26.75MiB / 3.823GiB   0.68%     26.1kB / 9.51kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.19%     230.2MiB / 3.823GiB   5.88%     69.5kB / 7.32kB   106MB / 348kB    36
a904fd02bd23   mongodb             79.60%    206.9MiB / 3.823GiB   5.29%     21.6MB / 6.22MB   151MB / 0B       56
ceb0d2ea3b2c   redis               17.71%    13.73MiB / 3.823GiB   0.35%     32.9MB / 6.93MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               56.48%    477.8MiB / 3.823GiB   12.21%    16.1MB / 29.9MB   73.6MB / 238kB   130
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.54%     1.295GiB / 3.823GiB   33.88%    31kB / 15.6MB     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   39.75%    22.68MiB / 3.823GiB   0.58%     5.58MB / 8.13MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   62.18%    34.93MiB / 3.823GiB   0.89%     4.59MB / 4.56MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   3.16%     22.38MiB / 3.823GiB   0.57%     6.24MB / 9.98MB   549kB / 0B       2
986f9a8d571d   cliente_atm         3.41%     25.49MiB / 3.823GiB   0.65%     62.3kB / 100kB    11MB / 0B        2
c7e7fefd2ff5   consumidor_redis1   44.32%    21.93MiB / 3.823GiB   0.56%     4.57MB / 7.29MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.25MiB / 3.823GiB   0.67%     2.45MB / 2.4MB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   23.23%    22.17MiB / 3.823GiB   0.57%     4.32MB / 6.62MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   53.68%    36.18MiB / 3.823GiB   0.92%     5.29MB / 5.5MB    5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   29.93%    38.82MiB / 3.823GiB   0.99%     6.85MB / 7.39MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   58.90%    35.42MiB / 3.823GiB   0.90%     4.98MB / 5.33MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.44%     26.75MiB / 3.823GiB   0.68%     26.9kB / 9.78kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            7.09%     230.2MiB / 3.823GiB   5.88%     69.5kB / 7.32kB   106MB / 348kB    36
a904fd02bd23   mongodb             140.82%   217.5MiB / 3.823GiB   5.56%     22.4MB / 6.34MB   151MB / 0B       66
ceb0d2ea3b2c   redis               53.56%    13.51MiB / 3.823GiB   0.35%     34MB / 7.14MB     16.5MB / 0B      6
7ee7bfcd070a   kafka               95.61%    511.6MiB / 3.823GiB   13.07%    16.5MB / 31.5MB   73.6MB / 238kB   154
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           75.93%    1.295GiB / 3.823GiB   33.88%    31.7kB / 16.1MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   12.36%    22.71MiB / 3.823GiB   0.58%     5.88MB / 9.09MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   58.57%    36MiB / 3.823GiB      0.92%     4.65MB / 4.79MB   4.35MB / 0B      14
52327ce982a8   consumidor_redis4   5.31%     22.38MiB / 3.823GiB   0.57%     6.4MB / 9.99MB    549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.47MiB / 3.823GiB   0.65%     62.8kB / 102kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   2.62%     21.3MiB / 3.823GiB    0.54%     4.57MB / 7.29MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.25MiB / 3.823GiB   0.67%     2.45MB / 2.4MB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   5.01%     21.73MiB / 3.823GiB   0.56%     4.51MB / 6.92MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   45.12%    35.93MiB / 3.823GiB   0.92%     5.36MB / 5.76MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   22.99%    38.82MiB / 3.823GiB   0.99%     7.06MB / 7.62MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   4.84%     35.41MiB / 3.823GiB   0.90%     5.04MB / 5.58MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.10%     26.75MiB / 3.823GiB   0.68%     26.9kB / 9.78kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.27%     230.3MiB / 3.823GiB   5.88%     81.3kB / 8.43kB   106MB / 348kB    36
a904fd02bd23   mongodb             115.45%   237.1MiB / 3.823GiB   6.06%     23.4MB / 6.6MB    151MB / 0B       61
ceb0d2ea3b2c   redis               5.04%     13.45MiB / 3.823GiB   0.34%     35.3MB / 7.31MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               127.76%   522.6MiB / 3.823GiB   13.35%    17MB / 32.1MB     73.6MB / 238kB   155
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           2.09%     1.296GiB / 3.823GiB   33.90%    33.3kB / 16.9MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   78.46%    22.72MiB / 3.823GiB   0.58%     6.13MB / 9.73MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   48.91%    34.97MiB / 3.823GiB   0.89%     4.69MB / 4.84MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   18.01%    22.38MiB / 3.823GiB   0.57%     6.45MB / 10.3MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.06%     25.49MiB / 3.823GiB   0.65%     64.2kB / 104kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   48.62%    21.48MiB / 3.823GiB   0.55%     4.75MB / 7.34MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        16.77%    26.25MiB / 3.823GiB   0.67%     2.48MB / 2.4MB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   17.92%    21.26MiB / 3.823GiB   0.54%     4.55MB / 7.23MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   31.32%    35.93MiB / 3.823GiB   0.92%     5.4MB / 5.81MB    5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   43.26%    38.82MiB / 3.823GiB   0.99%     7.1MB / 7.67MB    4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   74.86%    36.59MiB / 3.823GiB   0.93%     5.22MB / 5.6MB    5.52MB / 0B      14
753b27d990ef   cliente_historico   1.03%     26.75MiB / 3.823GiB   0.68%     27.6kB / 10kB     7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.22%     230.3MiB / 3.823GiB   5.88%     81.3kB / 8.43kB   106MB / 360kB    36
a904fd02bd23   mongodb             104.41%   167.9MiB / 3.823GiB   4.29%     23.5MB / 6.72MB   151MB / 0B       45
ceb0d2ea3b2c   redis               29.75%    13.48MiB / 3.823GiB   0.34%     36.6MB / 7.62MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               164.77%   536.4MiB / 3.823GiB   13.70%    17.8MB / 32.6MB   73.6MB / 238kB   154
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           80.00%    1.296GiB / 3.823GiB   33.90%    33.3kB / 16.9MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   17.29%    22.72MiB / 3.823GiB   0.58%     6.13MB / 9.74MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   64.07%    35.05MiB / 3.823GiB   0.90%     4.72MB / 5.04MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   27.32%    23.72MiB / 3.823GiB   0.61%     6.45MB / 10.3MB   549kB / 0B       8
986f9a8d571d   cliente_atm         0.13%     25.49MiB / 3.823GiB   0.65%     65.5kB / 106kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   43.70%    22.35MiB / 3.823GiB   0.57%     5.3MB / 7.95MB    1.61MB / 0B      2
419d1a66ad25   sectorizador        32.30%    26.46MiB / 3.823GiB   0.68%     2.69MB / 2.5MB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   1.91%     21.26MiB / 3.823GiB   0.54%     4.55MB / 7.23MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   44.14%    37.7MiB / 3.823GiB    0.96%     6.37MB / 5.99MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   27.60%    38.82MiB / 3.823GiB   0.99%     7.13MB / 7.87MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   46.89%    35.41MiB / 3.823GiB   0.90%     5.26MB / 5.66MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.20%     26.75MiB / 3.823GiB   0.68%     27.6kB / 10kB     7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.32%     230.3MiB / 3.823GiB   5.88%     81.3kB / 8.43kB   106MB / 360kB    36
a904fd02bd23   mongodb             67.14%    167.9MiB / 3.823GiB   4.29%     24.2MB / 6.87MB   151MB / 0B       45
ceb0d2ea3b2c   redis               19.93%    13.59MiB / 3.823GiB   0.35%     37.3MB / 7.84MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               108.20%   543.8MiB / 3.823GiB   13.89%    17.8MB / 34MB     73.6MB / 238kB   155
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           44.44%    1.295GiB / 3.823GiB   33.89%    35kB / 17.8MB     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   40.66%    23.02MiB / 3.823GiB   0.59%     6.31MB / 9.78MB   4.46MB / 0B      3
6e85ac607f95   consumidor_mongo3   24.12%    35.08MiB / 3.823GiB   0.90%     4.75MB / 5.08MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   49.24%    22.38MiB / 3.823GiB   0.57%     6.62MB / 10.3MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.49MiB / 3.823GiB   0.65%     67kB / 109kB      11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   26.81%    26.23MiB / 3.823GiB   0.67%     5.34MB / 8.26MB   1.61MB / 0B      8
419d1a66ad25   sectorizador        30.05%    26.46MiB / 3.823GiB   0.68%     2.71MB / 2.54MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   37.75%    21.73MiB / 3.823GiB   0.56%     4.72MB / 7.25MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   45.33%    37.71MiB / 3.823GiB   0.96%     6.41MB / 6.05MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   26.64%    38.82MiB / 3.823GiB   0.99%     7.3MB / 7.88MB    4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   15.43%    36.4MiB / 3.823GiB    0.93%     5.75MB / 5.84MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.39%     26.75MiB / 3.823GiB   0.68%     28.4kB / 10.3kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.20%     230.3MiB / 3.823GiB   5.88%     81.3kB / 8.43kB   106MB / 360kB    36
a904fd02bd23   mongodb             91.48%    167.9MiB / 3.823GiB   4.29%     24.4MB / 6.96MB   151MB / 0B       45
ceb0d2ea3b2c   redis               70.71%    13.61MiB / 3.823GiB   0.35%     37.8MB / 7.98MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               115.57%   547.2MiB / 3.823GiB   13.98%    19.1MB / 35.1MB   73.6MB / 238kB   156
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           44.55%    1.295GiB / 3.823GiB   33.88%    36.7kB / 18.8MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   37.99%    22.72MiB / 3.823GiB   0.58%     6.52MB / 10.1MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   9.07%     34.04MiB / 3.823GiB   0.87%     4.8MB / 5.29MB    4.35MB / 0B      8
52327ce982a8   consumidor_redis4   11.02%    22.38MiB / 3.823GiB   0.57%     6.66MB / 10.6MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.49MiB / 3.823GiB   0.65%     68.6kB / 111kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   55.03%    23.32MiB / 3.823GiB   0.60%     5.72MB / 8.62MB   1.61MB / 0B      2
