CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
7bd861cf08c1   sectorizador        0.00%     24.13MiB / 3.823GiB   0.62%     812kB / 799kB     6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   0.55%     19.86MiB / 3.823GiB   0.51%     847kB / 1.33MB    1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   1.10%     31.27MiB / 3.823GiB   0.80%     931kB / 1.03MB    3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   0.65%     20.09MiB / 3.823GiB   0.51%     830kB / 1.3MB     2.75MB / 0B   2
9f5359063416   kafka_ui            0.51%     288.5MiB / 3.823GiB   7.37%     45.2kB / 5.11kB   0B / 201kB    36
23ba0c1227d1   mongodb             157.12%   151.9MiB / 3.823GiB   3.88%     1.94MB / 569kB    0B / 0B       55
2410c119e440   redis               3.10%     11.59MiB / 3.823GiB   0.30%     3.33MB / 1.21MB   872kB / 0B    6
418757c50144   kafka               419.65%   533.5MiB / 3.823GiB   13.63%    1.43MB / 2.62MB   0B / 238kB    166
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           27.50%    212MiB / 3.823GiB     5.42%     7.91kB / 1.34MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.84%     25.63MiB / 3.823GiB   0.65%     14.7kB / 6.05kB   6.25MB / 0B   4
ab5a9941c874   cliente_atm         0.07%     23.67MiB / 3.823GiB   0.60%     25.9kB / 39.2kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   11.61%    31MiB / 3.823GiB      0.79%     995kB / 1.01MB    4.11MB / 0B   8
7bd861cf08c1   sectorizador        19.78%    24.29MiB / 3.823GiB   0.62%     948kB / 829kB     6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   0.55%     19.86MiB / 3.823GiB   0.51%     849kB / 1.33MB    1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   0.91%     31.27MiB / 3.823GiB   0.80%     934kB / 1.04MB    3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   11.28%    20.09MiB / 3.823GiB   0.51%     919kB / 1.32MB    2.75MB / 0B   2
9f5359063416   kafka_ui            0.59%     288.7MiB / 3.823GiB   7.37%     56.7kB / 6.15kB   0B / 213kB    36
23ba0c1227d1   mongodb             4.90%     90.82MiB / 3.823GiB   2.32%     1.94MB / 574kB    0B / 0B       39
2410c119e440   redis               8.59%     11.54MiB / 3.823GiB   0.29%     3.38MB / 1.35MB   872kB / 0B    6
418757c50144   kafka               235.22%   403.2MiB / 3.823GiB   10.30%    1.6MB / 2.8MB     0B / 238kB    108
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           0.52%     212MiB / 3.823GiB     5.42%     8.24kB / 1.38MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.16%     25.63MiB / 3.823GiB   0.65%     14.7kB / 6.05kB   6.25MB / 0B   4
ab5a9941c874   cliente_atm         0.03%     23.67MiB / 3.823GiB   0.60%     27.3kB / 41.4kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   0.73%     31.06MiB / 3.823GiB   0.79%     1.2MB / 1.32MB    4.11MB / 0B   8
7bd861cf08c1   sectorizador        51.30%    24.28MiB / 3.823GiB   0.62%     1.08MB / 1.06MB   6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   0.43%     19.86MiB / 3.823GiB   0.51%     851kB / 1.34MB    1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   0.70%     31.27MiB / 3.823GiB   0.80%     936kB / 1.04MB    3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   0.62%     20.14MiB / 3.823GiB   0.51%     1.09MB / 1.72MB   2.75MB / 0B   2
9f5359063416   kafka_ui            0.23%     288.7MiB / 3.823GiB   7.37%     56.7kB / 6.15kB   0B / 213kB    36
23ba0c1227d1   mongodb             2.30%     90.98MiB / 3.823GiB   2.32%     2.25MB / 658kB    0B / 0B       39
2410c119e440   redis               0.98%     11.69MiB / 3.823GiB   0.30%     4.01MB / 1.54MB   872kB / 0B    6
418757c50144   kafka               436.91%   491MiB / 3.823GiB     12.54%    1.64MB / 3.04MB   0B / 238kB    148
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           20.83%    212MiB / 3.823GiB     5.42%     8.71kB / 1.54MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.18%     25.63MiB / 3.823GiB   0.65%     15.5kB / 6.3kB    6.25MB / 0B   4
ab5a9941c874   cliente_atm         0.02%     23.67MiB / 3.823GiB   0.60%     28.6kB / 43.6kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   0.81%     31.06MiB / 3.823GiB   0.79%     1.2MB / 1.33MB    4.11MB / 0B   8
7bd861cf08c1   sectorizador        0.00%     24.28MiB / 3.823GiB   0.62%     1.08MB / 1.06MB   6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   3.52%     20.17MiB / 3.823GiB   0.52%     935kB / 1.35MB    1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   7.43%     31.3MiB / 3.823GiB    0.80%     1.02MB / 1.04MB   3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   0.44%     20.14MiB / 3.823GiB   0.51%     1.09MB / 1.72MB   2.75MB / 0B   2
9f5359063416   kafka_ui            0.13%     288.7MiB / 3.823GiB   7.37%     56.7kB / 6.15kB   0B / 213kB    36
23ba0c1227d1   mongodb             0.79%     90.98MiB / 3.823GiB   2.32%     2.25MB / 659kB    0B / 0B       39
2410c119e440   redis               2.79%     11.69MiB / 3.823GiB   0.30%     4.02MB / 1.54MB   872kB / 0B    6
418757c50144   kafka               290.30%   461.8MiB / 3.823GiB   11.80%    1.81MB / 3.2MB    0B / 238kB    144
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           0.40%     212MiB / 3.823GiB     5.42%     9.04kB / 1.58MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.08%     25.63MiB / 3.823GiB   0.65%     15.5kB / 6.3kB    6.25MB / 0B   4
ab5a9941c874   cliente_atm         3.50%     23.67MiB / 3.823GiB   0.60%     29.9kB / 45.8kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   0.76%     31.07MiB / 3.823GiB   0.79%     1.21MB / 1.33MB   4.11MB / 0B   8
7bd861cf08c1   sectorizador        79.73%    24.31MiB / 3.823GiB   0.62%     1.28MB / 1.2MB    6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   0.39%     20.25MiB / 3.823GiB   0.52%     1.12MB / 1.76MB   1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   0.91%     31.51MiB / 3.823GiB   0.81%     1.23MB / 1.36MB   3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   0.49%     20.14MiB / 3.823GiB   0.51%     1.1MB / 1.72MB    2.75MB / 0B   2
9f5359063416   kafka_ui            0.20%     288.7MiB / 3.823GiB   7.37%     56.7kB / 6.15kB   0B / 217kB    36
23ba0c1227d1   mongodb             117.59%   159MiB / 3.823GiB     4.06%     2.57MB / 750kB    0B / 0B       55
2410c119e440   redis               24.79%    11.8MiB / 3.823GiB    0.30%     4.58MB / 1.81MB   872kB / 0B    6
418757c50144   kafka               274.09%   537.1MiB / 3.823GiB   13.72%    1.86MB / 3.45MB   0B / 238kB    152
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           25.15%    211.8MiB / 3.823GiB   5.41%     9.67kB / 1.78MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.17%     25.63MiB / 3.823GiB   0.65%     16.2kB / 6.57kB   6.25MB / 0B   4
ab5a9941c874   cliente_atm         0.05%     23.67MiB / 3.823GiB   0.60%     31.2kB / 48.1kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   24.53%    31.07MiB / 3.823GiB   0.79%     1.29MB / 1.34MB   4.11MB / 0B   8
7bd861cf08c1   sectorizador        0.00%     24.3MiB / 3.823GiB    0.62%     1.34MB / 1.32MB   6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   14.99%    20.25MiB / 3.823GiB   0.52%     1.21MB / 1.79MB   1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   25.14%    31.51MiB / 3.823GiB   0.81%     1.32MB / 1.37MB   3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   20.17%    20.15MiB / 3.823GiB   0.51%     1.19MB / 1.74MB   2.75MB / 0B   2
9f5359063416   kafka_ui            0.28%     288.7MiB / 3.823GiB   7.37%     56.7kB / 6.15kB   0B / 217kB    36
23ba0c1227d1   mongodb             7.22%     96.2MiB / 3.823GiB    2.46%     2.58MB / 761kB    0B / 0B       39
2410c119e440   redis               9.67%     11.71MiB / 3.823GiB   0.30%     4.74MB / 1.9MB    872kB / 0B    6
418757c50144   kafka               348.91%   471.4MiB / 3.823GiB   12.04%    1.86MB / 3.46MB   0B / 238kB    147
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           0.45%     211.8MiB / 3.823GiB   5.41%     9.67kB / 1.78MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.10%     25.63MiB / 3.823GiB   0.65%     16.2kB / 6.57kB   6.25MB / 0B   4
ab5a9941c874   cliente_atm         0.02%     23.67MiB / 3.823GiB   0.60%     32.6kB / 50.4kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   9.23%     31.07MiB / 3.823GiB   0.79%     1.32MB / 1.46MB   4.11MB / 0B   8
7bd861cf08c1   sectorizador        0.00%     24.3MiB / 3.823GiB    0.62%     1.34MB / 1.32MB   6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   0.54%     20.25MiB / 3.823GiB   0.52%     1.28MB / 2.02MB   1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   1.53%     31.52MiB / 3.823GiB   0.81%     1.4MB / 1.56MB    3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   1.16%     20.15MiB / 3.823GiB   0.51%     1.2MB / 1.89MB    2.75MB / 0B   2
9f5359063416   kafka_ui            3.15%     289.2MiB / 3.823GiB   7.39%     58.3kB / 6.48kB   0B / 217kB    36
23ba0c1227d1   mongodb             0.75%     96.44MiB / 3.823GiB   2.46%     2.88MB / 840kB    0B / 0B       39
2410c119e440   redis               0.90%     11.82MiB / 3.823GiB   0.30%     5.11MB / 1.94MB   872kB / 0B    6
418757c50144   kafka               350.20%   553.7MiB / 3.823GiB   14.14%    2.07MB / 3.86MB   0B / 238kB    147
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           23.11%    211.8MiB / 3.823GiB   5.41%     10kB / 1.86MB     2.32MB / 0B   2
cced7653085d   cliente_historico   0.16%     25.64MiB / 3.823GiB   0.65%     17kB / 6.82kB     6.25MB / 0B   4
ab5a9941c874   cliente_atm         0.03%     23.67MiB / 3.823GiB   0.60%     33.9kB / 52.6kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   11.90%    31.07MiB / 3.823GiB   0.79%     1.33MB / 1.46MB   4.11MB / 0B   8
7bd861cf08c1   sectorizador        0.00%     24.3MiB / 3.823GiB    0.62%     1.61MB / 1.58MB   6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   0.62%     20.25MiB / 3.823GiB   0.52%     1.28MB / 2.02MB   1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   3.24%     31.52MiB / 3.823GiB   0.81%     1.48MB / 1.56MB   3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   7.15%     20.15MiB / 3.823GiB   0.51%     1.2MB / 1.89MB    2.75MB / 0B   2
9f5359063416   kafka_ui            0.67%     288.8MiB / 3.823GiB   7.38%     68kB / 7.19kB     0B / 233kB    36
23ba0c1227d1   mongodb             1.17%     96.44MiB / 3.823GiB   2.46%     2.88MB / 841kB    0B / 0B       39
2410c119e440   redis               1.13%     11.82MiB / 3.823GiB   0.30%     5.37MB / 2.2MB    872kB / 0B    6
418757c50144   kafka               340.66%   479.7MiB / 3.823GiB   12.25%    2.16MB / 3.96MB   0B / 238kB    145
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           0.40%     211.9MiB / 3.823GiB   5.41%     10.5kB / 1.97MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.12%     25.64MiB / 3.823GiB   0.65%     17kB / 6.82kB     6.25MB / 0B   4
ab5a9941c874   cliente_atm         0.02%     23.67MiB / 3.823GiB   0.60%     35.2kB / 54.8kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   3.29%     31.87MiB / 3.823GiB   0.81%     1.5MB / 1.65MB    4.11MB / 0B   14
7bd861cf08c1   sectorizador        0.00%     24.3MiB / 3.823GiB    0.62%     1.61MB / 1.58MB   6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   0.39%     20.33MiB / 3.823GiB   0.52%     1.39MB / 2.19MB   1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   1.05%     31.52MiB / 3.823GiB   0.81%     1.52MB / 1.68MB   3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   7.15%     20.15MiB / 3.823GiB   0.51%     1.36MB / 2.13MB   2.75MB / 0B   2
9f5359063416   kafka_ui            0.78%     288.8MiB / 3.823GiB   7.38%     68.1kB / 7.23kB   0B / 233kB    36
23ba0c1227d1   mongodb             161.41%   168.8MiB / 3.823GiB   4.31%     3.2MB / 930kB     0B / 0B       55
2410c119e440   redis               1.79%     11.79MiB / 3.823GiB   0.30%     5.78MB / 2.27MB   872kB / 0B    6
418757c50144   kafka               234.53%   483.4MiB / 3.823GiB   12.35%    2.28MB / 4.28MB   0B / 238kB    127
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           23.47%    211.9MiB / 3.823GiB   5.41%     11.2kB / 2.17MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.17%     25.64MiB / 3.823GiB   0.65%     17.8kB / 7.08kB   6.25MB / 0B   4
ab5a9941c874   cliente_atm         0.01%     23.67MiB / 3.823GiB   0.60%     36.6kB / 57.2kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   0.53%     31.19MiB / 3.823GiB   0.80%     1.5MB / 1.65MB    4.11MB / 0B   8
7bd861cf08c1   sectorizador        74.85%    24.31MiB / 3.823GiB   0.62%     1.85MB / 1.8MB    6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   16.24%    20.33MiB / 3.823GiB   0.52%     1.5MB / 2.36MB    1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   9.53%     31.52MiB / 3.823GiB   0.81%     1.52MB / 1.69MB   3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   8.64%     20.15MiB / 3.823GiB   0.51%     1.36MB / 2.14MB   2.75MB / 0B   2
9f5359063416   kafka_ui            0.94%     288.8MiB / 3.823GiB   7.38%     68.1kB / 7.23kB   0B / 233kB    36
23ba0c1227d1   mongodb             7.44%     98.45MiB / 3.823GiB   2.52%     3.21MB / 941kB    0B / 0B       39
2410c119e440   redis               23.68%    11.72MiB / 3.823GiB   0.30%     6.17MB / 2.54MB   872kB / 0B    6
418757c50144   kafka               272.51%   495.6MiB / 3.823GiB   12.66%    2.49MB / 4.44MB   0B / 238kB    149
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           0.32%     211.9MiB / 3.823GiB   5.41%     11.2kB / 2.17MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.07%     25.64MiB / 3.823GiB   0.65%     17.8kB / 7.08kB   6.25MB / 0B   4
ab5a9941c874   cliente_atm         1.70%     23.67MiB / 3.823GiB   0.60%     37.9kB / 59.4kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   0.72%     31.19MiB / 3.823GiB   0.80%     1.5MB / 1.65MB    4.11MB / 0B   8
7bd861cf08c1   sectorizador        0.00%     24.3MiB / 3.823GiB    0.62%     1.88MB / 1.84MB   6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   0.60%     20.43MiB / 3.823GiB   0.52%     1.66MB / 2.62MB   1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   1.00%     31.55MiB / 3.823GiB   0.81%     1.81MB / 2.01MB   3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   6.90%     20.15MiB / 3.823GiB   0.51%     1.36MB / 2.14MB   2.75MB / 0B   2
9f5359063416   kafka_ui            0.32%     288.8MiB / 3.823GiB   7.38%     68.1kB / 7.23kB   0B / 233kB    36
23ba0c1227d1   mongodb             0.87%     100.5MiB / 3.823GiB   2.57%     3.51MB / 1.02MB   0B / 0B       39
2410c119e440   redis               0.84%     11.79MiB / 3.823GiB   0.30%     6.47MB / 2.6MB    872kB / 0B    6
418757c50144   kafka               329.29%   525.8MiB / 3.823GiB   13.43%    2.49MB / 4.69MB   0B / 238kB    151
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
5c4b1b621068   productor           20.87%    212.1MiB / 3.823GiB   5.42%     11.8kB / 2.37MB   2.32MB / 0B   2
cced7653085d   cliente_historico   0.39%     25.64MiB / 3.823GiB   0.65%     18.5kB / 7.33kB   6.25MB / 0B   4
ab5a9941c874   cliente_atm         2.50%     23.7MiB / 3.823GiB    0.61%     39.3kB / 61.6kB   6.06MB / 0B   1
2e19e1c018bd   consumidor_mongo1   8.73%     31.19MiB / 3.823GiB   0.80%     1.55MB / 1.66MB   4.11MB / 0B   8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     1.88MB / 1.84MB   6.38MB / 0B   4
8261e05d2b61   consumidor_redis2   16.02%    20.44MiB / 3.823GiB   0.52%     1.75MB / 2.64MB   1.54MB / 0B   2
f20a3e50fea2   consumidor_mongo2   22.36%    31.57MiB / 3.823GiB   0.81%     1.98MB / 2.03MB   3.71MB / 0B   8
d2244dc0c39f   consumidor_redis1   13.91%    20.16MiB / 3.823GiB   0.51%     1.41MB / 2.15MB   2.75MB / 0B   2
9f5359063416   kafka_ui            0.21%     288.8MiB / 3.823GiB   7.38%     68.1kB / 7.23kB   0B / 238kB    36
23ba0c1227d1   mongodb             15.40%    100.9MiB / 3.823GiB   2.58%     3.54MB / 1.04MB   0B / 0B       44
2410c119e440   redis               7.44%     11.79MiB / 3.823GiB   0.30%     6.5MB / 2.62MB    872kB / 0B    6
418757c50144   kafka               271.73%   456.2MiB / 3.823GiB   11.65%    2.7MB / 5.01MB    0B / 238kB    127
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.74%     212.1MiB / 3.823GiB   5.42%     11.8kB / 2.37MB   2.32MB / 0B     2
cced7653085d   cliente_historico   13.95%    25.64MiB / 3.823GiB   0.65%     18.5kB / 7.33kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.84%     23.71MiB / 3.823GiB   0.61%     40.6kB / 63.8kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   0.74%     31.19MiB / 3.823GiB   0.80%     1.57MB / 1.72MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     2.14MB / 2.1MB    6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   2.50%     20.44MiB / 3.823GiB   0.52%     1.87MB / 2.95MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   3.75%     31.57MiB / 3.823GiB   0.81%     2.04MB / 2.26MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   6.68%     20.15MiB / 3.823GiB   0.51%     1.42MB / 2.23MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.18%     288.8MiB / 3.823GiB   7.38%     68.1kB / 7.23kB   0B / 238kB      36
23ba0c1227d1   mongodb             113.79%   166.2MiB / 3.823GiB   4.25%     3.83MB / 1.11MB   0B / 0B         55
2410c119e440   redis               3.39%     11.88MiB / 3.823GiB   0.30%     7.14MB / 2.94MB   872kB / 0B      6
418757c50144   kafka               206.22%   445MiB / 3.823GiB     11.37%    2.71MB / 5.1MB    4.1kB / 238kB   125
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           16.56%    212.1MiB / 3.823GiB   5.42%     12.4kB / 2.56MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.20%     25.64MiB / 3.823GiB   0.65%     19.3kB / 7.59kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         2.27%     24.09MiB / 3.823GiB   0.62%     41.9kB / 66.1kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   12.25%    31.2MiB / 3.823GiB    0.80%     1.65MB / 1.73MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     2.14MB / 2.1MB    6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   22.84%    20.45MiB / 3.823GiB   0.52%     2.02MB / 3.12MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   21.21%    31.57MiB / 3.823GiB   0.81%     2.17MB / 2.28MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   8.12%     20.78MiB / 3.823GiB   0.53%     1.51MB / 2.24MB   2.75MB / 0B     8
9f5359063416   kafka_ui            0.30%     288.8MiB / 3.823GiB   7.38%     79.2kB / 8.27kB   0B / 238kB      36
23ba0c1227d1   mongodb             12.89%    102.5MiB / 3.823GiB   2.62%     3.85MB / 1.13MB   0B / 0B         39
2410c119e440   redis               8.39%     11.89MiB / 3.823GiB   0.30%     7.33MB / 2.98MB   872kB / 0B      6
418757c50144   kafka               190.08%   461.4MiB / 3.823GiB   11.79%    2.91MB / 5.51MB   4.1kB / 238kB   127
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.43%     212.1MiB / 3.823GiB   5.42%     12.4kB / 2.56MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.09%     25.64MiB / 3.823GiB   0.65%     19.3kB / 7.59kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         3.09%     24.09MiB / 3.823GiB   0.62%     43.2kB / 68.3kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   1.51%     31.2MiB / 3.823GiB    0.80%     1.68MB / 1.85MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        95.18%    24.37MiB / 3.823GiB   0.62%     2.33MB / 2.21MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.55%     20.44MiB / 3.823GiB   0.52%     2.03MB / 3.2MB    1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   13.91%    31.57MiB / 3.823GiB   0.81%     2.22MB / 2.45MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   3.21%     20.15MiB / 3.823GiB   0.51%     1.53MB / 2.4MB    2.75MB / 0B     2
9f5359063416   kafka_ui            0.52%     288.8MiB / 3.823GiB   7.38%     79.3kB / 8.31kB   0B / 250kB      36
23ba0c1227d1   mongodb             2.67%     102.5MiB / 3.823GiB   2.62%     4.14MB / 1.2MB    0B / 0B         39
2410c119e440   redis               39.07%    11.89MiB / 3.823GiB   0.30%     7.66MB / 3.18MB   872kB / 0B      6
418757c50144   kafka               348.72%   488MiB / 3.823GiB     12.47%    2.92MB / 5.52MB   4.1kB / 238kB   149
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           24.12%    212.3MiB / 3.823GiB   5.42%     12.9kB / 2.76MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.14%     25.67MiB / 3.823GiB   0.66%     20kB / 7.84kB     6.25MB / 0B     4
ab5a9941c874   cliente_atm         2.47%     24.09MiB / 3.823GiB   0.62%     44.7kB / 70.6kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   11.79%    31.21MiB / 3.823GiB   0.80%     1.77MB / 1.86MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     2.41MB / 2.36MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   7.54%     20.7MiB / 3.823GiB    0.53%     2.07MB / 3.2MB    1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   4.24%     32.21MiB / 3.823GiB   0.82%     2.26MB / 2.45MB   3.71MB / 0B     14
d2244dc0c39f   consumidor_redis1   17.02%    20.16MiB / 3.823GiB   0.51%     1.64MB / 2.56MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.37%     288.8MiB / 3.823GiB   7.38%     79.3kB / 8.31kB   0B / 250kB      36
23ba0c1227d1   mongodb             6.09%     102.5MiB / 3.823GiB   2.62%     4.15MB / 1.21MB   0B / 0B         39
2410c119e440   redis               4.20%     12MiB / 3.823GiB      0.31%     7.98MB / 3.3MB    872kB / 0B      6
418757c50144   kafka               222.00%   460.5MiB / 3.823GiB   11.76%    3.13MB / 5.68MB   4.1kB / 238kB   127
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.40%     212.1MiB / 3.823GiB   5.42%     13.1kB / 2.76MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.14%     25.67MiB / 3.823GiB   0.66%     20kB / 7.84kB     6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.34%     24.11MiB / 3.823GiB   0.62%     45.2kB / 71.1kB   6.06MB / 0B     2
2e19e1c018bd   consumidor_mongo1   0.59%     31.2MiB / 3.823GiB    0.80%     1.91MB / 2.1MB    4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     2.41MB / 2.36MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.42%     20.44MiB / 3.823GiB   0.52%     2.09MB / 3.29MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   1.37%     31.56MiB / 3.823GiB   0.81%     2.28MB / 2.52MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.53%     20.16MiB / 3.823GiB   0.51%     1.74MB / 2.73MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.60%     288.8MiB / 3.823GiB   7.38%     79.3kB / 8.31kB   0B / 250kB      36
23ba0c1227d1   mongodb             118.48%   174.7MiB / 3.823GiB   4.46%     4.45MB / 1.29MB   0B / 0B         68
2410c119e440   redis               1.92%     11.84MiB / 3.823GiB   0.30%     8.23MB / 3.34MB   872kB / 0B      6
418757c50144   kafka               253.11%   468.2MiB / 3.823GiB   11.96%    3.13MB / 5.93MB   4.1kB / 238kB   130
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           21.77%    212.1MiB / 3.823GiB   5.42%     13.8kB / 2.96MB   2.32MB / 0B     2
cced7653085d   cliente_historico   5.65%     25.68MiB / 3.823GiB   0.66%     20.8kB / 8.11kB   6.25MB / 0B     4
