CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
ab5a9941c874   cliente_atm         0.01%     24.09MiB / 3.823GiB   0.62%     46kB / 72.9kB     6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   13.32%    31.21MiB / 3.823GiB   0.80%     1.99MB / 2.1MB    4.11MB / 0B     8
7bd861cf08c1   sectorizador        26.31%    24.37MiB / 3.823GiB   0.62%     2.68MB / 2.62MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   12.32%    20.45MiB / 3.823GiB   0.52%     2.18MB / 3.31MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   27.60%    31.56MiB / 3.823GiB   0.81%     2.37MB / 2.53MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   12.53%    20.16MiB / 3.823GiB   0.52%     1.83MB / 2.73MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.17%     288.8MiB / 3.823GiB   7.38%     79.3kB / 8.31kB   0B / 254kB      36
23ba0c1227d1   mongodb             17.97%    104.6MiB / 3.823GiB   2.67%     4.47MB / 1.3MB    0B / 0B         39
2410c119e440   redis               16.38%    11.87MiB / 3.823GiB   0.30%     8.53MB / 3.63MB   872kB / 0B      6
418757c50144   kafka               289.64%   503.9MiB / 3.823GiB   12.87%    3.34MB / 6.25MB   4.1kB / 238kB   145
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.33%     212.1MiB / 3.823GiB   5.42%     13.8kB / 2.96MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.11%     25.68MiB / 3.823GiB   0.66%     20.8kB / 8.11kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.04%     24.09MiB / 3.823GiB   0.62%     47.3kB / 75.1kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   0.79%     31.2MiB / 3.823GiB    0.80%     2.09MB / 2.29MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     2.68MB / 2.62MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.41%     20.44MiB / 3.823GiB   0.52%     2.19MB / 3.45MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   0.63%     31.57MiB / 3.823GiB   0.81%     2.4MB / 2.65MB    3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.47%     20.16MiB / 3.823GiB   0.52%     1.91MB / 2.98MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.30%     288.8MiB / 3.823GiB   7.38%     79.3kB / 8.31kB   0B / 254kB      36
23ba0c1227d1   mongodb             1.21%     104.9MiB / 3.823GiB   2.68%     4.77MB / 1.38MB   0B / 0B         39
2410c119e440   redis               1.15%     11.88MiB / 3.823GiB   0.30%     8.91MB / 3.68MB   872kB / 0B      6
418757c50144   kafka               276.39%   441.4MiB / 3.823GiB   11.28%    3.35MB / 6.33MB   4.1kB / 238kB   125
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           26.88%    212.1MiB / 3.823GiB   5.42%     14.4kB / 3.03MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.13%     25.68MiB / 3.823GiB   0.66%     21.2kB / 8.17kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.03%     24.09MiB / 3.823GiB   0.62%     48.6kB / 77.4kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   14.46%    31.21MiB / 3.823GiB   0.80%     2.17MB / 2.3MB    4.11MB / 0B     8
7bd861cf08c1   sectorizador        20.89%    24.37MiB / 3.823GiB   0.62%     2.82MB / 2.66MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.51%     20.44MiB / 3.823GiB   0.52%     2.19MB / 3.46MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   0.73%     31.57MiB / 3.823GiB   0.81%     2.4MB / 2.65MB    3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   8.75%     20.17MiB / 3.823GiB   0.52%     2MB / 3MB         2.75MB / 0B     2
9f5359063416   kafka_ui            0.21%     288.9MiB / 3.823GiB   7.38%     90.6kB / 9.35kB   0B / 254kB      36
23ba0c1227d1   mongodb             28.02%    110.9MiB / 3.823GiB   2.83%     4.77MB / 1.38MB   0B / 0B         46
2410c119e440   redis               8.57%     11.88MiB / 3.823GiB   0.30%     8.97MB / 3.82MB   872kB / 0B      6
418757c50144   kafka               403.98%   565.8MiB / 3.823GiB   14.45%    3.43MB / 6.51MB   4.1kB / 238kB   169
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           1.36%     212.1MiB / 3.823GiB   5.42%     14.8kB / 3.15MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.08%     25.68MiB / 3.823GiB   0.66%     21.5kB / 8.36kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.02%     24.09MiB / 3.823GiB   0.62%     49.9kB / 79.6kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   0.65%     31.21MiB / 3.823GiB   0.80%     2.32MB / 2.55MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     2.95MB / 2.88MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   9.89%     20.44MiB / 3.823GiB   0.52%     2.25MB / 3.54MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   1.99%     31.57MiB / 3.823GiB   0.81%     2.46MB / 2.72MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.60%     20.16MiB / 3.823GiB   0.52%     2.12MB / 3.32MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.20%     288.9MiB / 3.823GiB   7.38%     90.6kB / 9.39kB   0B / 266kB      36
23ba0c1227d1   mongodb             128.34%   168.8MiB / 3.823GiB   4.31%     5.08MB / 1.47MB   0B / 0B         54
2410c119e440   redis               2.81%     11.88MiB / 3.823GiB   0.30%     9.59MB / 4.01MB   872kB / 0B      6
418757c50144   kafka               240.09%   538.9MiB / 3.823GiB   13.77%    3.56MB / 6.75MB   4.1kB / 238kB   150
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           19.51%    212.1MiB / 3.823GiB   5.42%     15.5kB / 3.35MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.11%     25.68MiB / 3.823GiB   0.66%     21.9kB / 8.42kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.01%     24.09MiB / 3.823GiB   0.62%     51.3kB / 81.8kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   0.51%     31.21MiB / 3.823GiB   0.80%     2.32MB / 2.55MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     2.95MB / 2.88MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   13.96%    20.44MiB / 3.823GiB   0.52%     2.34MB / 3.68MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   12.69%    31.57MiB / 3.823GiB   0.81%     2.55MB / 2.73MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.45%     20.16MiB / 3.823GiB   0.52%     2.12MB / 3.32MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.16%     288.9MiB / 3.823GiB   7.38%     90.6kB / 9.39kB   0B / 266kB      36
23ba0c1227d1   mongodb             5.20%     107MiB / 3.823GiB     2.73%     5.09MB / 1.48MB   0B / 0B         39
2410c119e440   redis               4.45%     11.88MiB / 3.823GiB   0.30%     9.75MB / 4.03MB   872kB / 0B      6
418757c50144   kafka               196.26%   450.2MiB / 3.823GiB   11.50%    3.76MB / 6.92MB   4.1kB / 238kB   125
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.34%     212.1MiB / 3.823GiB   5.42%     15.5kB / 3.35MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.07%     25.68MiB / 3.823GiB   0.66%     22.4kB / 8.68kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.01%     24.09MiB / 3.823GiB   0.62%     52.6kB / 84kB     6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   0.56%     31.21MiB / 3.823GiB   0.80%     2.32MB / 2.55MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        87.85%    24.37MiB / 3.823GiB   0.62%     3.16MB / 3.05MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.97%     20.5MiB / 3.823GiB    0.52%     2.51MB / 3.95MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   0.50%     31.57MiB / 3.823GiB   0.81%     2.74MB / 3.03MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.75%     20.16MiB / 3.823GiB   0.52%     2.12MB / 3.32MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.16%     288.9MiB / 3.823GiB   7.38%     90.6kB / 9.39kB   0B / 266kB      36
23ba0c1227d1   mongodb             10.46%    115.4MiB / 3.823GiB   2.95%     5.39MB / 1.56MB   0B / 0B         53
2410c119e440   redis               18.62%    11.88MiB / 3.823GiB   0.30%     10.2MB / 4.28MB   872kB / 0B      6
418757c50144   kafka               214.58%   454.7MiB / 3.823GiB   11.62%    3.77MB / 7.16MB   4.1kB / 238kB   126
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           21.48%    212.1MiB / 3.823GiB   5.42%     15.5kB / 3.35MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.19%     25.68MiB / 3.823GiB   0.66%     22.7kB / 8.75kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.02%     24.09MiB / 3.823GiB   0.62%     54kB / 86.3kB     6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   0.60%     31.21MiB / 3.823GiB   0.80%     2.33MB / 2.55MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     3.21MB / 3.14MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.93%     20.75MiB / 3.823GiB   0.53%     2.51MB / 3.96MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   0.76%     31.57MiB / 3.823GiB   0.81%     2.75MB / 3.03MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   2.72%     20.17MiB / 3.823GiB   0.52%     2.2MB / 3.33MB    2.75MB / 0B     2
9f5359063416   kafka_ui            0.23%     288.9MiB / 3.823GiB   7.38%     90.6kB / 9.39kB   0B / 274kB      36
23ba0c1227d1   mongodb             3.09%     107MiB / 3.823GiB     2.73%     5.39MB / 1.56MB   0B / 0B         39
2410c119e440   redis               1.48%     11.88MiB / 3.823GiB   0.30%     10.3MB / 4.33MB   872kB / 0B      6
418757c50144   kafka               281.09%   463.7MiB / 3.823GiB   11.85%    3.78MB / 7.17MB   4.1kB / 238kB   135
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.43%     212.1MiB / 3.823GiB   5.42%     16.3kB / 3.55MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.21%     25.68MiB / 3.823GiB   0.66%     23.1kB / 8.93kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.04%     24.09MiB / 3.823GiB   0.62%     55.3kB / 88.6kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   0.83%     31.27MiB / 3.823GiB   0.80%     2.61MB / 2.86MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     3.21MB / 3.14MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.45%     20.5MiB / 3.823GiB    0.52%     2.51MB / 3.96MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   2.17%     31.57MiB / 3.823GiB   0.81%     2.75MB / 3.03MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   2.29%     20.18MiB / 3.823GiB   0.52%     2.39MB / 3.73MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.73%     288.9MiB / 3.823GiB   7.38%     90.6kB / 9.39kB   0B / 274kB      36
23ba0c1227d1   mongodb             163.51%   155.8MiB / 3.823GiB   3.98%     5.7MB / 1.65MB    0B / 0B         54
2410c119e440   redis               8.28%     11.87MiB / 3.823GiB   0.30%     10.7MB / 4.4MB    872kB / 0B      6
418757c50144   kafka               461.51%   477.5MiB / 3.823GiB   12.20%    3.98MB / 7.57MB   4.1kB / 238kB   144
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           32.52%    212.1MiB / 3.823GiB   5.42%     17kB / 3.74MB     2.32MB / 0B     2
cced7653085d   cliente_historico   0.09%     25.68MiB / 3.823GiB   0.66%     23.5kB / 9kB      6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.01%     24.09MiB / 3.823GiB   0.62%     56.6kB / 90.8kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   31.95%    31.29MiB / 3.823GiB   0.80%     2.7MB / 2.87MB    4.11MB / 0B     8
7bd861cf08c1   sectorizador        105.51%   24.37MiB / 3.823GiB   0.62%     3.47MB / 3.39MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   2.57%     20.51MiB / 3.823GiB   0.52%     2.55MB / 3.96MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   7.85%     31.59MiB / 3.823GiB   0.81%     2.79MB / 3.04MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   15.11%    20.18MiB / 3.823GiB   0.52%     2.48MB / 3.76MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.86%     289MiB / 3.823GiB     7.38%     102kB / 10.4kB    0B / 274kB      36
23ba0c1227d1   mongodb             14.76%    107.6MiB / 3.823GiB   2.75%     5.71MB / 1.66MB   0B / 0B         39
2410c119e440   redis               21.38%    11.88MiB / 3.823GiB   0.30%     10.9MB / 4.67MB   872kB / 0B      6
418757c50144   kafka               319.25%   486.1MiB / 3.823GiB   12.42%    4.19MB / 7.83MB   4.1kB / 238kB   147
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           1.82%     212.1MiB / 3.823GiB   5.42%     17kB / 3.74MB     2.32MB / 0B     2
cced7653085d   cliente_historico   0.08%     25.68MiB / 3.823GiB   0.66%     23.9kB / 9.2kB    6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.03%     24.09MiB / 3.823GiB   0.62%     57.9kB / 93kB     6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   13.22%    31.29MiB / 3.823GiB   0.80%     2.84MB / 3.11MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     3.48MB / 3.4MB    6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   7.83%     20.5MiB / 3.823GiB    0.52%     2.57MB / 4.04MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   0.76%     31.59MiB / 3.823GiB   0.81%     2.81MB / 3.1MB    3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.51%     20.18MiB / 3.823GiB   0.52%     2.6MB / 4.06MB    2.75MB / 0B     2
9f5359063416   kafka_ui            0.10%     289MiB / 3.823GiB     7.38%     102kB / 10.4kB    0B / 291kB      36
23ba0c1227d1   mongodb             0.98%     109.4MiB / 3.823GiB   2.79%     6.01MB / 1.73MB   0B / 0B         39
2410c119e440   redis               9.17%     11.89MiB / 3.823GiB   0.30%     11.3MB / 4.72MB   872kB / 0B      6
418757c50144   kafka               238.34%   487.5MiB / 3.823GiB   12.45%    4.19MB / 7.99MB   4.1kB / 238kB   132
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           40.37%    212.1MiB / 3.823GiB   5.42%     17.7kB / 3.94MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.09%     25.68MiB / 3.823GiB   0.66%     24.3kB / 9.26kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.02%     24.09MiB / 3.823GiB   0.62%     59.2kB / 95.2kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   19.51%    31.29MiB / 3.823GiB   0.80%     2.92MB / 3.12MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     3.48MB / 3.4MB    6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   26.23%    20.51MiB / 3.823GiB   0.52%     2.67MB / 4.2MB    1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   21.38%    31.59MiB / 3.823GiB   0.81%     2.91MB / 3.12MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   7.87%     20.18MiB / 3.823GiB   0.52%     2.68MB / 4.08MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.34%     289MiB / 3.823GiB     7.38%     102kB / 10.4kB    0B / 291kB      36
23ba0c1227d1   mongodb             16.83%    109.4MiB / 3.823GiB   2.79%     6.03MB / 1.75MB   0B / 0B         39
2410c119e440   redis               6.87%     11.89MiB / 3.823GiB   0.30%     11.5MB / 4.75MB   872kB / 0B      6
418757c50144   kafka               211.09%   444.8MiB / 3.823GiB   11.36%    4.4MB / 8.31MB    4.1kB / 238kB   125
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.40%     212.1MiB / 3.823GiB   5.42%     17.7kB / 3.94MB   2.32MB / 0B     2
cced7653085d   cliente_historico   1.22%     25.68MiB / 3.823GiB   0.66%     24.6kB / 9.45kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.02%     24.09MiB / 3.823GiB   0.62%     60.6kB / 97.6kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   9.09%     31.29MiB / 3.823GiB   0.80%     3.01MB / 3.3MB    4.11MB / 0B     8
7bd861cf08c1   sectorizador        73.08%    24.37MiB / 3.823GiB   0.62%     3.73MB / 3.65MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   8.09%     20.51MiB / 3.823GiB   0.52%     2.68MB / 4.21MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   2.91%     31.59MiB / 3.823GiB   0.81%     2.93MB / 3.22MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.39%     20.18MiB / 3.823GiB   0.52%     2.75MB / 4.3MB    2.75MB / 0B     2
9f5359063416   kafka_ui            0.18%     289MiB / 3.823GiB     7.38%     102kB / 10.4kB    0B / 291kB      36
23ba0c1227d1   mongodb             117.14%   153.1MiB / 3.823GiB   3.91%     6.31MB / 1.82MB   0B / 0B         54
2410c119e440   redis               1.26%     11.89MiB / 3.823GiB   0.30%     12MB / 5.04MB     872kB / 0B      6
418757c50144   kafka               288.62%   505MiB / 3.823GiB     12.90%    4.41MB / 8.4MB    4.1kB / 238kB   149
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           22.76%    211.9MiB / 3.823GiB   5.41%     18.3kB / 4.13MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.20%     25.68MiB / 3.823GiB   0.66%     25kB / 9.51kB     6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.02%     24.09MiB / 3.823GiB   0.62%     61.9kB / 99.8kB   6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   26.09%    31.32MiB / 3.823GiB   0.80%     3.14MB / 3.31MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     3.73MB / 3.65MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   25.68%    20.51MiB / 3.823GiB   0.52%     2.77MB / 4.23MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   27.93%    31.59MiB / 3.823GiB   0.81%     3.02MB / 3.24MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   19.40%    20.18MiB / 3.823GiB   0.52%     2.84MB / 4.32MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.21%     289MiB / 3.823GiB     7.38%     102kB / 10.4kB    0B / 295kB      36
23ba0c1227d1   mongodb             19.77%    110.3MiB / 3.823GiB   2.82%     6.34MB / 1.84MB   0B / 0B         39
2410c119e440   redis               6.36%     11.86MiB / 3.823GiB   0.30%     12.1MB / 5.07MB   872kB / 0B      6
418757c50144   kafka               254.81%   504.2MiB / 3.823GiB   12.88%    4.61MB / 8.76MB   4.1kB / 238kB   152
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.40%     211.9MiB / 3.823GiB   5.41%     18.3kB / 4.13MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.09%     25.68MiB / 3.823GiB   0.66%     25.4kB / 9.71kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.01%     24.09MiB / 3.823GiB   0.62%     63.4kB / 102kB    6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   6.63%     31.32MiB / 3.823GiB   0.80%     3.19MB / 3.49MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        82.15%    24.37MiB / 3.823GiB   0.62%     3.95MB / 3.83MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.50%     20.51MiB / 3.823GiB   0.52%     2.78MB / 4.37MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   9.28%     31.59MiB / 3.823GiB   0.81%     3.04MB / 3.35MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   5.75%     20.18MiB / 3.823GiB   0.52%     2.91MB / 4.55MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.19%     289MiB / 3.823GiB     7.38%     102kB / 10.4kB    0B / 295kB      36
23ba0c1227d1   mongodb             0.65%     110.4MiB / 3.823GiB   2.82%     6.62MB / 1.91MB   0B / 0B         39
2410c119e440   redis               18.20%    11.89MiB / 3.823GiB   0.30%     12.6MB / 5.33MB   872kB / 0B      6
418757c50144   kafka               187.98%   459.8MiB / 3.823GiB   11.75%    4.62MB / 8.81MB   4.1kB / 238kB   132
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           18.40%    211.9MiB / 3.823GiB   5.41%     18.9kB / 4.21MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.23%     25.68MiB / 3.823GiB   0.66%     25.8kB / 9.78kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.02%     24.09MiB / 3.823GiB   0.62%     64.7kB / 104kB    6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   2.77%     31.32MiB / 3.823GiB   0.80%     3.19MB / 3.49MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     4MB / 3.91MB      6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   8.94%     20.61MiB / 3.823GiB   0.53%     2.79MB / 4.38MB   1.54MB / 0B     3
f20a3e50fea2   consumidor_mongo2   8.07%     32.67MiB / 3.823GiB   0.83%     3.13MB / 3.35MB   3.71MB / 0B     15
d2244dc0c39f   consumidor_redis1   9.84%     20.21MiB / 3.823GiB   0.52%     2.91MB / 4.55MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.33%     289.1MiB / 3.823GiB   7.39%     113kB / 11.5kB    0B / 295kB      36
23ba0c1227d1   mongodb             1.13%     110.4MiB / 3.823GiB   2.82%     6.62MB / 1.91MB   0B / 0B         39
2410c119e440   redis               12.88%    11.89MiB / 3.823GiB   0.30%     12.7MB / 5.37MB   872kB / 0B      6
418757c50144   kafka               211.93%   484.3MiB / 3.823GiB   12.37%    4.71MB / 8.99MB   4.1kB / 238kB   123
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           0.38%     212.1MiB / 3.823GiB   5.42%     19.2kB / 4.33MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.08%     25.68MiB / 3.823GiB   0.66%     26.2kB / 9.96kB   6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.03%     24.09MiB / 3.823GiB   0.62%     66.2kB / 107kB    6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   1.21%     31.32MiB / 3.823GiB   0.80%     3.31MB / 3.62MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        0.00%     24.37MiB / 3.823GiB   0.62%     4MB / 3.91MB      6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.60%     20.51MiB / 3.823GiB   0.52%     2.95MB / 4.63MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   0.60%     31.59MiB / 3.823GiB   0.81%     3.22MB / 3.54MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.49%     20.18MiB / 3.823GiB   0.52%     3.02MB / 4.72MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.66%     289.1MiB / 3.823GiB   7.39%     113kB / 11.5kB    0B / 307kB      36
23ba0c1227d1   mongodb             135.60%   156.9MiB / 3.823GiB   4.01%     6.93MB / 2MB      0B / 0B         55
2410c119e440   redis               2.02%     11.87MiB / 3.823GiB   0.30%     13.1MB / 5.44MB   872kB / 0B      6
418757c50144   kafka               347.51%   510.6MiB / 3.823GiB   13.04%    4.83MB / 9.23MB   4.1kB / 238kB   150
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
5c4b1b621068   productor           1.46%     212.1MiB / 3.823GiB   5.42%     19.2kB / 4.33MB   2.32MB / 0B     2
cced7653085d   cliente_historico   0.15%     25.68MiB / 3.823GiB   0.66%     26.5kB / 10kB     6.25MB / 0B     4
ab5a9941c874   cliente_atm         0.02%     24.09MiB / 3.823GiB   0.62%     67.6kB / 109kB    6.06MB / 0B     1
2e19e1c018bd   consumidor_mongo1   0.51%     31.32MiB / 3.823GiB   0.80%     3.31MB / 3.62MB   4.11MB / 0B     8
7bd861cf08c1   sectorizador        21.22%    24.37MiB / 3.823GiB   0.62%     4.26MB / 4.17MB   6.38MB / 0B     4
8261e05d2b61   consumidor_redis2   0.85%     20.51MiB / 3.823GiB   0.52%     2.95MB / 4.63MB   1.54MB / 0B     2
f20a3e50fea2   consumidor_mongo2   0.53%     31.58MiB / 3.823GiB   0.81%     3.22MB / 3.54MB   3.71MB / 0B     8
d2244dc0c39f   consumidor_redis1   0.90%     20.18MiB / 3.823GiB   0.52%     3.02MB / 4.72MB   2.75MB / 0B     2
9f5359063416   kafka_ui            0.22%     289.1MiB / 3.823GiB   7.39%     113kB / 11.5kB    0B / 307kB      36
23ba0c1227d1   mongodb             1.32%     112.8MiB / 3.823GiB   2.88%     6.93MB / 2MB      0B / 0B         39
2410c119e440   redis               13.08%    13.29MiB / 3.823GiB   0.34%     13.3MB / 5.7MB    872kB / 0B      7
418757c50144   kafka               157.93%   440.9MiB / 3.823GiB   11.26%    4.84MB / 9.24MB   4.1kB / 238kB   122
